ID,fold_change,neglogp,padj,input,count
agilent_100013,9.753,8.665,0.001,417,60
agilent_102395,23.145,7.008,0.029,82,28
agilent_102644,23045.552,10.792,0,0.1,34
agilent_104204,153.637,1000,0,45,102
agilent_106204,36.37,11.374,0,82,44
agilent_106757,5.901,7.222,0.018,804,70
agilent_107529,30.154,15.256,0,263,117
agilent_108170,17.422,12.249,0,249,64
agilent_108515,813.372,7.86,0.004,2,24
agilent_109516,38.732,8.615,0.001,56,32
agilent_109987,11.074,9.035,0,355,58
agilent_110216,9.037,8.97,0,510,68
agilent_112066,232.099,15.955,0,33,113
agilent_11266,9.037,7.712,0.006,405,54
agilent_112839,22.705,14.449,0,203,68
agilent_113434,14911.828,7.36,0.013,0.1,22
agilent_11686,18300.879,8.801,0,0.1,27
agilent_122417,11.875,10.149,0,371,65
agilent_123887,22367.742,10.509,0,0.1,33
agilent_126053,14.489,10.538,0,276,59
agilent_12685,9.275,10.722,0,1425,195
agilent_127197,18.669,12.821,0,236,65
agilent_127869,6.082,7.604,0.007,1237,111
agilent_128165,18.371,6.853,0.041,107,29
agilent_128338,17623.069,8.515,0.001,0.1,26
agilent_129251,213.026,7.091,0.024,7,22
agilent_130606,223.279,15.955,0,17,56
agilent_132331,29145.845,13.32,0,0.1,43
agilent_133222,85.291,1000,0,120,151
agilent_133853,6.503,7.646,0.007,740,71
agilent_134645,67.781,14.23,0,52,52
agilent_137268,58.744,7.539,0.009,30,26
agilent_138610,13.119,11.456,0,372,72
agilent_140119,62.839,1000,0,96,89
agilent_141285,20.479,14.184,0,235,71
agilent_142054,7.773,11.83,0,933,107
agilent_143743,19.662,8.811,0,131,38
agilent_144937,8.95,8.913,0,515,68
agilent_146691,17623.069,8.515,0.001,0.1,26
agilent_147458,60.25,7.049,0.026,27,24
agilent_148022,11.594,7.169,0.02,228,39
agilent_148719,16267.448,7.939,0.003,0.1,24
agilent_149669,9.332,13.46,0,828,114
agilent_149779,205.397,15.955,0,33,100
agilent_149878,813.372,7.86,0.004,2,24
agilent_150745,2575.679,11.88,0,1,38
agilent_151936,28.843,15.109,0,282,120
agilent_151937,36.849,15.654,0,401,218
agilent_152040,19.102,7.337,0.014,110,31
agilent_160014,6.687,9.317,0,1115,110
agilent_16034,12.409,13.187,0,508,93
agilent_161014,16945.259,8.227,0.002,0.1,25
agilent_16154,74.645,1000,0,79,87
agilent_161754,13.18,8.081,0.002,216,42
agilent_16209,14.34,15.477,0,709,150
agilent_162348,1355.621,12.399,0,2,40
agilent_163308,25.305,15.256,0,375,140
agilent_164280,94.14,7.59,0.008,18,25
agilent_164364,279.597,10.195,0,8,33
agilent_165182,847.263,15.051,0,4,50
agilent_165236,16945.259,8.227,0.002,0.1,25
agilent_168007,915.044,8.722,0.001,2,27
agilent_168576,10.845,13.553,0,675,108
agilent_168736,30.125,8.291,0.002,72,32
agilent_169567,149.118,6.985,0.03,10,22
agilent_171770,55.701,1000,0,606,498
agilent_172004,11.297,8.249,0.002,300,50
agilent_172457,1152.278,10.712,0,2,34
agilent_172772,10.11,7.115,0.023,295,44
agilent_174958,8.046,10.519,0,775,92
agilent_17615,33.274,7.245,0.017,55,27
agilent_176428,26.748,15.256,0,446,176
agilent_177203,56.543,15.654,0,193,161
agilent_177287,140.404,8.855,0,14,29
agilent_178076,13.556,14.841,0,700,140
agilent_178091,13556.207,6.777,0.049,0.1,20
agilent_178095,30.078,15.654,0,160,71
agilent_178147,13.623,8.091,0.002,204,41
agilent_179674,19.963,9.808,0,146,43
agilent_180309,92.429,14.913,0,308,420
agilent_181952,16.014,9.033,0,182,43
agilent_181953,9.131,7.547,0.008,386,52
agilent_187854,16.883,12.5,0,273,68
agilent_188119,32.326,8.153,0.002,65,31
agilent_18816,632.623,8.967,0,3,28
agilent_188812,9.76,9.758,0,500,72
agilent_190952,14234.017,7.069,0.025,0.1,21
agilent_191305,15.405,1000,0,638,145
agilent_192262,610.029,8.681,0.001,3,27
agilent_193401,27.471,1000,0,227,92
agilent_19497,102.699,14.155,0,33,50
agilent_195846,53.917,9.719,0,44,35
agilent_198444,6.282,8.009,0.003,820,76
agilent_198635,51.573,9.672,0,46,35
agilent_199596,13.892,10.185,0,283,58
agilent_199930,18.458,12.247,0,224,61
agilent_20338,14.249,7.688,0.006,176,37
agilent_203903,18.185,7.644,0.007,123,33
agilent_20420,54.181,15,0,309,247
agilent_205647,35.268,15.176,0,246,128
agilent_205649,28.424,6.826,0.044,62,26
agilent_206645,15.098,1000,0,1055,235
agilent_208850,13556.207,6.777,0.049,0.1,20
agilent_210454,37.801,7.866,0.004,52,29
agilent_212238,14911.828,7.36,0.013,0.1,22
agilent_213274,6.502,7.188,0.019,688,66
agilent_21513,9.4,12.355,0,1298,180
agilent_218880,12.697,10.487,0,347,65
agilent_220150,20.733,11.533,0,170,52
agilent_22084,47.608,15.353,0,84,59
agilent_221096,71.348,15.955,0,76,80
agilent_221984,25.722,15.955,0,195,74
agilent_222057,62.359,6.818,0.045,25,23
agilent_222162,23.119,15.353,0,258,88
agilent_222335,99.412,6.822,0.044,15,22
agilent_223034,36.602,7.35,0.013,50,27
agilent_223185,168.881,15.256,0,356,887
agilent_2232,38.062,1000,0,130,73
agilent_223567,14.72,8.688,0.001,198,43
agilent_223646,36.531,15.654,0,154,83
agilent_223692,18.456,15.256,0,415,113
agilent_223695,74.136,10.018,0,32,35
agilent_224194,31.284,7.876,0.004,65,30
agilent_224251,9.885,7.552,0.008,336,49
agilent_224314,10.577,7.842,0.004,314,49
agilent_224607,16.239,9.537,0,192,46
agilent_224850,52.265,1000,0,83,64
agilent_225394,18300.879,8.801,0,0.1,27
agilent_225438,10.415,9.29,0,410,63
agilent_225964,14.74,15.353,0,607,132
agilent_226015,16.288,11.586,0,258,62
agilent_226077,10.483,11.528,0,569,88
agilent_226611,16.351,1000,0,912,220
agilent_227077,18.96,9.097,0,143,40
agilent_227392,7.684,8.956,0,688,78
agilent_227745,23.807,15.353,0,242,85
agilent_229425,17.214,12.171,0,252,64
agilent_229718,36.549,13.917,0,102,55
agilent_229950,389.741,7.492,0.009,4,23
agilent_230614,21.964,1000,0,861,279
agilent_231419,19.899,15.109,0,436,128
agilent_231437,9.103,8.766,0.001,484,65
agilent_232485,56.484,8.514,0.001,36,30
agilent_23320,43.216,1000,0,149,95
agilent_234840,23.068,15.051,0,429,146
agilent_235082,6.842,7.816,0.004,1377,139
agilent_235466,12.234,7.136,0.021,205,37
agilent_235576,14.419,15.654,0,691,147
agilent_235855,17.125,15.353,0,471,119
agilent_236149,22.056,9.694,0,126,41
agilent_236420,30.463,10.146,0,89,40
agilent_236639,38.2,15.109,0,291,164
agilent_236864,74.067,15.256,0,647,707
agilent_236875,56.484,7.255,0.016,30,25
agilent_237349,67.271,15.955,0,133,132
agilent_237615,2304.555,10.754,0,1,34
agilent_237672,7.105,7.302,0.015,601,63
agilent_237918,14.999,15.109,0,1428,316
agilent_23806,19.499,9.551,0,146,42
agilent_238345,8.027,9.584,0,1368,162
agilent_238370,43.529,1000,0,109,70
agilent_238574,14.206,7.365,0.013,167,35
agilent_23878,18.996,9.827,0,157,44
agilent_238997,36.617,12.085,0,87,47
agilent_239180,48.415,8.37,0.001,42,30
agilent_239349,15.082,13.925,0,391,87
agilent_239521,15.763,9.947,0,215,50
agilent_240068,36.971,8.081,0.002,55,30
agilent_240518,29.424,13.567,0,129,56
agilent_241029,7.232,10.754,0,1031,110
agilent_241103,42.363,7.011,0.029,40,25
agilent_241214,14.167,9.513,0,244,51
agilent_241343,10.419,11.57,0,579,89
agilent_241497,16.822,7.659,0.006,137,34
agilent_241665,185.551,1000,0,80,219
agilent_241791,18.674,11.357,0,196,54
agilent_24181,60.079,10.83,0,44,39
agilent_241976,915.044,8.722,0.001,2,27
agilent_242008,89.849,15.955,0,43,57
agilent_242591,17.363,10.704,0,203,52
agilent_242702,271.124,9.913,0,8,32
agilent_243165,14.619,10.143,0,255,55
agilent_243890,13.695,10.216,0,292,59
agilent_24623,43.932,9.491,0,54,35
agilent_2469,7.095,9.212,0,1242,130
agilent_25012,13.994,6.83,0.044,155,32
agilent_28564,16.639,12.403,0,277,68
agilent_3073,17.177,14.955,0,730,185
agilent_31584,167.193,11.078,0,15,37
agilent_33018,38.598,15.256,0,504,287
agilent_33076,8.752,6.854,0.041,364,47
agilent_34554,23.039,14.654,0,203,69
agilent_34602,14.389,7.874,0.004,179,38
agilent_35132,14.786,15.176,0,573,125
agilent_37391,9.683,7.36,0.013,336,48
agilent_37606,106.323,15.955,0,102,160
agilent_38555,46091.104,1000,0,0.1,68
agilent_38799,11.631,15.051,0,880,151
agilent_39688,71.313,15.109,0,1708,1797
agilent_39948,13.757,1000,0,675,137
agilent_39949,12.921,9.681,0,299,57
agilent_41125,21.658,12.057,0,169,54
agilent_41251,26.952,15.477,0,337,134
agilent_4207,13.046,8.516,0.001,239,46
agilent_42503,72.995,8.212,0.002,26,28
agilent_43764,9.989,6.856,0.041,285,42
agilent_45161,60.657,15.353,0,333,298
agilent_45284,74.047,1000,0,238,260
agilent_45754,87.303,15.051,0,434,559
agilent_46206,19656.5,9.373,0,0.1,29
agilent_4722,11.161,7.232,0.017,249,41
agilent_4825,13.119,8.06,0.003,217,42
agilent_49314,15.062,14.222,0,405,90
agilent_52480,53.853,15.353,0,73,58
agilent_53727,84.436,15.353,0,175,218
agilent_54756,112.968,9.011,0,18,30
agilent_560,12.003,12.248,0,480,85
agilent_60297,4609.11,15.955,0,2,136
agilent_60579,34.468,15.176,0,411,209
agilent_6224,15.936,12.922,0,319,75
agilent_63822,199.776,15.955,0,19,56
agilent_65768,18978.69,9.087,0,0.1,28
agilent_6649,178.695,8.955,0,11,29
agilent_66572,2846.803,13.001,0,1,42
agilent_67904,14234.017,7.069,0.025,0.1,21
agilent_69388,96.32,8.13,0.002,19,27
agilent_6984,25.282,15.109,0,311,116
agilent_71450,538.742,1000,0,58,461
agilent_71790,43.449,7.034,0.027,39,25
agilent_73373,13556.207,6.777,0.049,0.1,20
agilent_73518,18300.879,8.801,0,0.1,27
agilent_74062,30.888,9.252,0,79,36
agilent_7538,12.837,14.036,0,528,100
agilent_75453,14911.828,7.36,0.013,0.1,22
agilent_76036,7.272,6.874,0.039,522,56
agilent_77528,84.048,9.087,0,25,31
agilent_80555,9.625,14,0,831,118
agilent_81273,10.24,6.962,0.032,278,42
agilent_8616,35.884,11.584,0,85,45
agilent_87750,508.358,9.497,0,4,30
agilent_8842,9.318,8.631,0.001,451,62
agilent_88530,12.261,8.972,0,293,53
agilent_8927,84.292,1000,0,78,97
agilent_90777,5.562,7.081,0.024,1170,96
agilent_90820,14.979,8.322,0.001,181,40
agilent_92408,21.136,7.089,0.024,93,29
agilent_93129,254.179,9.346,0,8,30
agilent_93635,24401.173,11.356,0,0.1,36
agilent_94163,13.199,7.419,0.011,190,37
agilent_9701,10.695,11.259,0,526,83
corona2_11424,18.777,9.253,0,148,41
corona2_12126,7.595,10.298,0,821,92
corona2_12874,8.582,10.396,0,695,88
corona2_12939,10.423,1000,0,1177,181
corona2_1730,20334.31,9.658,0,0.1,30
corona2_2166,311.793,7.454,0.01,5,23
corona2_3326,218.406,9.026,0,9,29
corona2_6344,6.373,8.925,0,904,85
corona2_8604,34.53,7.286,0.015,53,27
corona2_8899,352.461,8.317,0.001,5,26
corona2_9604,16.267,6.821,0.044,125,30
twist_18083,1626.745,7.901,0.004,1,24
twist_18769,27.685,7.484,0.01,71,29
twist_19468,15589.638,7.65,0.007,0.1,23
twist_19863,13.169,6.972,0.031,175,34
twist_21068,15.103,8.503,0.001,184,41
twist_25682,137.004,1000,0,47,95
twist_26858,34.688,15.353,0,170,87
twist_26866,12.691,8.152,0.002,235,44
twist_27286,40.38,7.695,0.006,47,28
twist_27464,10.79,6.868,0.04,245,39
twist_28950,94.893,8.384,0.001,20,28
twist_29385,9.165,10.539,0,636,86
twist_30833,7.005,7.661,0.006,658,68
twist_32032,44.447,15.955,0,122,80
twist_32599,8.013,7.748,0.005,516,61
twist_33029,180.749,7.596,0.007,9,24
twist_34128,14.4,15.477,0,546,116
twist_34337,7.503,7.256,0.016,533,59
twist_35337,7.144,9.685,0,1186,125
twist_35479,28.902,1000,0,788,336
twist_36437,16.004,7.534,0.009,144,34
twist_36700,23.452,1000,0,237,82
twist_37694,1694.526,8.189,0.002,1,25
twist_37844,293.718,8.279,0.002,6,26
twist_41177,779.482,7.571,0.008,2,23
twist_42462,106.513,9.766,0,21,33
twist_42636,20.218,15.654,0,409,122
twist_42695,149.118,9.953,0,15,33
twist_42794,15589.638,7.65,0.007,0.1,23
twist_45836,14.814,12.251,0,334,73
twist_50284,1626.745,7.901,0.004,1,24
twist_50452,165.386,1000,0,25,61
twist_51340,576.139,10.63,0,4,34
twist_54095,39.849,15.477,0,546,321
twist_55740,33890.517,15.353,0,0.1,50
twist_56100,2168.993,10.188,0,1,32
twist_58043,10.113,7.434,0.011,315,47
twist_58213,271.124,7.705,0.006,6,24
twist_59601,45.577,10.509,0,58,39
twist_61232,14.54,11.568,0,317,68
twist_67016,135.562,10.701,0,18,36
twist_69825,7.531,10.578,0,855,95
twist_7067,18.64,7.696,0.006,120,33
twist_71134,41.258,7.718,0.006,46,28
twist_71145,40.346,6.965,0.032,42,25
twist_71207,25.418,9.587,0,104,39
twist_7131,29.47,7.798,0.005,69,30
twist_72151,29.595,8.035,0.003,71,31
twist_72934,14234.017,7.069,0.025,0.1,21
twist_74014,6.554,9.045,0,879,85
twist_76533,248.53,7.127,0.022,6,22
twist_76831,18.046,9.13,0,154,41
twist_8097,6.167,7.513,0.009,1275,116
twist_81047,19.995,15.256,0,400,118
twist_83382,18978.69,9.087,0,0.1,28
twist_83938,10.211,7.475,0.01,312,47
twist_8546,2779.022,12.722,0,1,41
twist_85639,11.17,7.558,0.008,267,44
twist_87632,372.796,7.203,0.018,4,22
twist_87633,881.153,8.435,0.001,2,26
twist_88089,16.148,13.121,0,319,76
twist_88220,14234.017,7.069,0.025,0.1,21
twist_88338,14234.017,7.069,0.025,0.1,21
twist_88409,105.437,12.108,0,27,42
twist_88410,21012.121,9.942,0,0.1,31
twist_90409,21.916,15.654,0,300,97
twist_91465,189.787,15.654,0,20,56
twist_91507,16945.259,8.227,0.002,0.1,25
twist_93841,21689.931,10.226,0,0.1,32
twist_94807,10.575,11.181,0,532,83
twist_95838,15589.638,7.65,0.007,0.1,23
twist_95839,18300.879,8.801,0,0.1,27
twist_96108,242.075,7.955,0.003,7,25
twist_96837,14.052,7.171,0.02,164,34
