ID,fold_change,neglogp,padj,input,count
agilent_100013,12.24,10.101,0,417,77
agilent_101589,17234.653,7.819,0.005,0.1,26
agilent_102275,26.515,6.85,0.042,75,30
agilent_102644,17897.525,8.076,0.003,0.1,27
agilent_104204,218.011,15.955,0,45,148
agilent_106204,34.76,9.88,0,82,43
agilent_106964,132.574,7.329,0.014,13,26
agilent_107529,42.847,1000,0,263,170
agilent_108170,19.434,12.506,0,249,73
agilent_108339,20,7.335,0.014,116,35
agilent_109365,13.597,7.06,0.026,195,40
agilent_109987,12.884,9.657,0,355,69
agilent_110216,10.138,9.091,0,510,78
agilent_112066,277.201,1000,0,33,138
agilent_11266,10.639,8.359,0.001,405,65
agilent_112839,29.388,15.654,0,203,90
agilent_121626,381.151,6.884,0.039,4,23
agilent_122417,10.363,7.632,0.007,371,58
agilent_123887,33143.564,13.847,0,0.1,50
agilent_126053,11.768,7.392,0.012,276,49
agilent_12685,9.862,7.783,0.005,1425,212
agilent_127197,26.964,15.353,0,236,96
agilent_128338,19223.267,8.587,0.001,0.1,29
agilent_128495,14583.168,6.784,0.049,0.1,22
agilent_129251,274.618,8.308,0.001,7,29
agilent_130565,21.238,7.082,0.025,103,33
agilent_130606,280.745,1000,0,17,72
agilent_132087,27.429,8.088,0.002,87,36
agilent_132331,20549.01,9.096,0,0.1,31
agilent_133222,105.507,15.955,0,120,191
agilent_134645,62.463,11.992,0,52,49
agilent_135562,20.155,9.068,0,148,45
agilent_138610,16.572,13.361,0,372,93
agilent_139987,276.196,7.322,0.014,6,25
agilent_140119,66.978,1000,0,96,97
agilent_140343,14583.168,6.784,0.049,0.1,22
agilent_141285,15.514,9.322,0,235,55
agilent_142054,6.252,7.815,0.005,933,88
agilent_142531,9.089,7.069,0.026,423,58
agilent_144937,9.782,8.749,0.001,515,76
agilent_146622,7.412,7.012,0.029,635,71
agilent_148719,14583.168,6.784,0.049,0.1,22
agilent_149669,9.607,12.105,0,828,120
agilent_149779,241.044,1000,0,33,120
agilent_149878,994.307,8.76,0.001,2,30
agilent_149903,97.686,7.647,0.007,19,28
agilent_15071,1988.614,8.803,0,1,30
agilent_150745,2386.337,10.32,0,1,36
agilent_151936,22.566,1000,0,282,96
agilent_151937,35.871,15.353,0,401,217
agilent_151980,150.653,7.141,0.022,11,25
agilent_152040,25.912,9.337,0,110,43
agilent_16034,11.483,10.55,0,508,88
agilent_161274,410.98,8.892,0,5,31
agilent_16154,60.414,1000,0,79,72
agilent_16209,10.284,11.429,0,709,110
agilent_162348,1193.168,10.277,0,2,36
agilent_163308,28.636,15.955,0,375,162
agilent_165182,861.733,14.169,0,4,52
agilent_166827,17234.653,7.819,0.005,0.1,26
agilent_168576,12.374,13.707,0,675,126
agilent_169567,159.089,6.919,0.036,10,24
agilent_169811,123.105,7.296,0.015,14,26
agilent_171770,63.006,1000,0,606,576
agilent_172004,11.048,7.199,0.019,300,50
agilent_173808,160.194,8.128,0.002,12,29
agilent_174652,309.34,8.091,0.002,6,28
agilent_176428,26.901,15.353,0,446,181
agilent_177203,75.217,15.353,0,193,219
agilent_17763,198.861,10.609,0,13,39
agilent_178076,11.269,12.62,0,700,119
agilent_178095,24.029,11.739,0,160,58
agilent_179674,26.333,12.076,0,146,58
agilent_180309,105.026,1000,0,308,488
agilent_181953,11.506,8.909,0,386,67
agilent_187854,14.083,9.106,0,273,58
agilent_188119,33.653,7.78,0.005,65,33
agilent_188812,11.534,10.51,0,500,87
agilent_190865,64.278,8.259,0.002,33,32
agilent_191305,12.883,13.812,0,638,124
agilent_193401,22.485,13.921,0,227,77
agilent_19497,118.513,14.913,0,33,59
agilent_198444,7.114,8.243,0.002,820,88
agilent_198635,43.231,7.442,0.011,46,30
agilent_199930,24.562,14.913,0,224,83
agilent_203769,55.538,7.907,0.004,37,31
agilent_20420,55.347,15.654,0,309,258
agilent_20481,9.899,7.262,0.016,375,56
agilent_205647,51.736,15.654,0,246,192
agilent_205649,36.351,8.087,0.002,62,34
agilent_205650,42.892,8.076,0.003,51,33
agilent_206645,13.132,1000,0,1055,209
agilent_206834,12.524,6.873,0.04,217,41
agilent_209928,36.968,7.06,0.026,52,29
agilent_210193,1524.604,7.006,0.029,1,23
agilent_210454,39.517,7.557,0.008,52,31
agilent_211967,16.111,6.862,0.041,144,35
agilent_21513,7.507,6.935,0.035,1298,147
agilent_215339,12.823,8.713,0.001,305,59
agilent_218880,14.709,11.124,0,347,77
agilent_218967,53.03,7.204,0.019,35,28
agilent_220150,23.395,11.936,0,170,60
agilent_220346,111.86,7.486,0.01,16,27
agilent_220352,1590.891,7.265,0.016,1,24
agilent_220640,13.291,10.735,0,394,79
agilent_22084,31.565,9.114,0,84,40
agilent_221096,92.453,1000,0,76,106
agilent_221984,25.835,14.654,0,195,76
agilent_222162,29.804,15.477,0,258,116
agilent_222351,19.886,8.028,0.003,130,39
agilent_222381,12.179,8.642,0.001,332,61
agilent_223034,41.098,7.601,0.007,50,31
agilent_223185,173.538,15.955,0,356,932
agilent_2232,23.455,9.656,0,130,46
agilent_223567,14.73,7.846,0.004,198,44
agilent_223620,14.653,7.577,0.008,190,42
agilent_223646,62.413,15.955,0,154,145
agilent_223692,19.806,15.353,0,415,124
agilent_224194,62.208,14.593,0,65,61
agilent_2243,30.382,7.641,0.007,72,33
agilent_224850,54.308,15.955,0,83,68
agilent_225394,17897.525,8.076,0.003,0.1,27
agilent_225438,10.671,8.458,0.001,410,66
agilent_225863,45.891,8.796,0,52,36
agilent_225964,16.162,15.176,0,607,148
agilent_226015,15.929,10.172,0,258,62
agilent_226077,10.019,9.55,0,569,86
agilent_226611,16.354,1000,0,912,225
agilent_227077,17.615,7.565,0.008,143,38
agilent_227392,9.249,9.815,0,688,96
agilent_227745,22.461,14.423,0,242,82
agilent_229425,17.098,10.885,0,252,65
agilent_229718,52.64,15.955,0,102,81
agilent_229990,90.709,7.138,0.022,19,26
agilent_230614,20.556,1000,0,861,267
agilent_230838,17.925,9.789,0,196,53
agilent_231419,21.589,15.256,0,436,142
agilent_231437,9.861,8.519,0.001,484,72
agilent_23320,53.386,15.955,0,149,120
agilent_234840,28.894,15.109,0,429,187
agilent_235466,19.401,11.045,0,205,60
agilent_235576,13.334,15.353,0,691,139
agilent_235855,24.348,14.913,0,471,173
agilent_236149,18.939,7.399,0.012,126,36
agilent_236420,46.178,14.301,0,89,62
agilent_236639,41.458,15.176,0,291,182
agilent_236864,96.511,15.654,0,647,942
agilent_237349,66.287,15.654,0,133,133
agilent_237796,15908.911,7.303,0.015,0.1,24
agilent_237918,13.555,11.061,0,1428,292
agilent_238345,9.11,7.831,0.004,1368,188
agilent_238370,52.3,15.955,0,109,86
agilent_238997,48.001,14.557,0,87,63
agilent_239180,74.178,11.746,0,42,47
agilent_239349,15.767,13.039,0,391,93
agilent_239521,12.641,6.908,0.037,215,41
