ID,fold_change,neglogp,padj,input,count
agilent_101589,12572.165,7.571,0.008,0.1,19
agilent_101633,34.152,9.308,0,62,32
agilent_102275,25.585,8.042,0.003,75,29
agilent_102435,8.425,7.749,0.005,377,48
agilent_102644,23159.251,12.834,0,0.1,35
agilent_104859,22.056,9.734,0,111,37
agilent_105317,873.435,1000,0,5,66
agilent_107529,81.768,15.654,0,263,325
agilent_108088,10.971,6.83,0.045,193,32
agilent_108339,16.542,7.209,0.019,116,29
agilent_108474,5.579,6.793,0.049,759,64
agilent_108515,860.201,9.757,0,2,26
agilent_10960,10.377,1000,0,1288,202
agilent_110144,17.133,7.281,0.016,112,29
agilent_110337,7.286,13.435,0,1117,123
agilent_11048,24.143,7.441,0.011,74,27
agilent_110572,14.977,12.348,0,243,55
agilent_112066,48.123,7.636,0.007,33,24
agilent_11266,11.927,12.673,0,405,73
agilent_11270,11.832,10.732,0,302,54
agilent_11271,15.396,15.109,0,404,94
agilent_11272,20.989,14.699,0,186,59
agilent_11277,8.778,8.36,0.001,392,52
agilent_11278,5.365,10.907,0,1443,117
agilent_112839,64.54,15.955,0,203,198
agilent_113148,17.567,7.565,0.008,113,30
agilent_117669,8.658,7.361,0.013,321,42
agilent_119265,8.948,15.109,0,1479,200
agilent_11947,16.708,1000,0,800,202
agilent_11948,15.824,14.699,0,1083,259
agilent_11949,16.749,15.051,0,320,81
agilent_12001,330.846,10.803,0,6,30
agilent_12004,11.752,14.331,0,518,92
agilent_12006,33.085,13.187,0,94,47
agilent_12008,9.843,10.98,0,484,72
agilent_12009,15.03,15.256,0,744,169
agilent_12011,51.029,15,0,590,455
agilent_12012,33.422,15.955,0,196,99
agilent_12013,51.56,15.353,0,154,120
agilent_12014,8.778,1000,0,1485,197
agilent_12015,6.732,11.894,0,1091,111
agilent_12016,8.732,1000,0,2099,277
agilent_12018,64.405,1000,0,75,73
agilent_12019,43.115,15.955,0,221,144
agilent_12020,36.092,15.654,0,374,204
agilent_12021,22.598,15,0,489,167
agilent_12023,16.267,15.109,0,541,133
agilent_12024,190.723,15.955,0,17,49
agilent_121626,314.304,7.298,0.015,4,19
agilent_122606,7.293,1000,0,1379,152
agilent_122806,13895.551,8.242,0.002,0.1,21
agilent_125065,7.043,14.574,0,1306,139
agilent_12530,14.801,15.955,0,684,153
agilent_129495,27.807,15.654,0,257,108
agilent_129884,104.217,1000,0,40,63
agilent_13027,11.08,7.6,0.008,215,36
agilent_130471,39.386,7.662,0.007,42,25
agilent_130807,14.583,15.256,0,608,134
agilent_13153,5.35,6.964,0.033,841,68
agilent_132331,22497.558,12.511,0,0.1,34
agilent_133222,88.777,15.654,0,120,161
agilent_134954,25.24,10.028,0,97,37
agilent_135148,23.721,15.256,0,212,76
agilent_137474,30.294,10.656,0,83,38
agilent_137727,15.351,7.051,0.027,125,29
agilent_138563,18.509,10.019,0,143,40
agilent_139744,13.441,8.835,0,192,39
agilent_140151,40.76,15.654,0,125,77
agilent_141247,17.076,7.968,0.003,124,32
agilent_142983,16.161,12.355,0,217,53
agilent_147336,20.138,1000,0,874,266
agilent_148022,12.77,9.597,0,228,44
agilent_148505,11910.472,7.233,0.018,0.1,18
agilent_148719,12572.165,7.571,0.008,0.1,19
agilent_149878,1124.878,12.367,0,2,34
agilent_149908,28.902,15.654,0,174,76
agilent_15071,1786.571,10.159,0,1,27
agilent_150745,1521.894,8.84,0,1,23
agilent_151980,132.339,7.899,0.004,11,22
agilent_152078,9.735,10.138,0,435,64
agilent_153298,138.542,1000,0,32,67
agilent_157752,32.017,1000,0,155,75
agilent_158436,959.455,10.741,0,2,29
agilent_159126,11.426,1000,0,776,134
agilent_159583,18.806,6.994,0.031,95,27
agilent_161014,14557.243,8.576,0.001,0.1,22
agilent_161116,304.379,8.568,0.001,5,23
agilent_161190,60.655,7.318,0.015,24,22
agilent_161274,423.483,11.515,0,5,32
agilent_16154,25.128,8.261,0.002,79,30
agilent_16209,32.105,15.051,0,709,344
agilent_162348,893.285,10.086,0,2,27
agilent_164063,11910.472,7.233,0.018,0.1,18
agilent_164364,181.966,8.06,0.003,8,22
agilent_165182,578.981,12.552,0,4,35
agilent_165236,14557.243,8.576,0.001,0.1,22
agilent_165905,11248.779,6.894,0.039,0.1,17
agilent_166829,14557.243,8.576,0.001,0.1,22
agilent_166869,20.629,15.176,0,340,106
agilent_167202,4.404,7.211,0.019,1217,81
agilent_168007,1124.878,12.367,0,2,34
agilent_1683,8.692,10.852,0,609,80
agilent_169922,16.041,11.313,0,198,48
agilent_170813,15.27,9.243,0,169,39
agilent_171144,12.062,7.694,0.006,192,35
agilent_171770,22.384,14.841,0,606,205
agilent_173099,22.367,12.445,0,142,48
agilent_174351,1720.401,9.831,0,1,26
agilent_174652,275.705,9.167,0,6,25
agilent_174704,6.787,10.914,0,975,100
agilent_174741,12572.165,7.571,0.008,0.1,19
agilent_175172,88.226,8.223,0.002,18,24
agilent_178091,12572.165,7.571,0.008,0.1,19
agilent_178608,304.379,8.568,0.001,5,23
agilent_179377,1124.878,6.827,0.045,1,17
agilent_180309,56.931,15.955,0,308,265
agilent_180726,38.986,15.477,0,185,109
agilent_181952,13.452,8.434,0.001,182,37
agilent_181953,8.228,7.594,0.008,386,48
agilent_182258,12.695,7.447,0.011,172,33
agilent_182601,15.747,15.051,0,853,203
agilent_182676,43.147,14.955,0,411,268
agilent_18287,1455.724,8.507,0.001,1,22
agilent_183650,330.846,7.633,0.007,4,20
agilent_183695,27.878,14.841,0,394,166
agilent_183980,7.774,6.826,0.046,366,43
agilent_185194,7.069,6.871,0.041,468,50
agilent_190401,11248.779,6.894,0.039,0.1,17
agilent_190952,20512.479,11.536,0,0.1,31
agilent_192262,397.016,7.026,0.029,3,18
agilent_192564,66.502,15.654,0,199,200
agilent_193475,8.326,8.433,0.001,453,57
agilent_194076,15218.936,8.908,0,0.1,23
agilent_19497,88.226,14.041,0,33,44
agilent_195027,15.164,7.915,0.004,144,33
agilent_195846,55.642,11.425,0,44,37
agilent_196127,21.806,15.477,0,440,145
agilent_197005,2051.248,11.467,0,1,31
agilent_198500,16.858,9.757,0,157,40
agilent_198657,37.195,14.676,0,660,371
agilent_199155,14.142,15,0,379,81
agilent_200370,86.705,12.282,0,29,38
agilent_200788,22.056,9.979,0,114,38
agilent_200789,18.721,14.041,0,205,58
agilent_200824,8.907,7.521,0.009,312,42
agilent_200833,11.807,9.886,0,269,48
agilent_200957,18527.401,10.556,0,0.1,28
agilent_201650,46.708,7.601,0.008,34,24
agilent_201764,17.299,9.831,0,153,40
agilent_202587,19.851,12.763,0,170,51
agilent_203503,20.417,14.875,0,444,137
agilent_204282,5.577,7.655,0.007,878,74
agilent_204624,50.197,7.129,0.023,29,22
agilent_20481,8.999,8.452,0.001,375,51
agilent_205050,7.006,7.202,0.019,510,54
agilent_205570,6.095,8.933,0,912,84
agilent_205573,11248.779,6.894,0.039,0.1,17
agilent_206026,13.063,12.346,0,309,61
agilent_206434,20512.479,11.536,0,0.1,31
agilent_206548,11248.779,6.894,0.039,0.1,17
agilent_206569,27.069,15.654,0,176,72
agilent_207681,42.348,15.955,0,100,64
agilent_207841,11248.779,6.894,0.039,0.1,17
agilent_209928,104.344,1000,0,52,82
agilent_210454,33.085,7.685,0.006,52,26
agilent_212510,15880.629,9.24,0,0.1,24
agilent_212,8.925,10.126,0,519,70
agilent_21305,15.186,6.803,0.048,122,28
agilent_213210,24.577,7.222,0.018,70,26
agilent_21513,10.909,15.654,0,1298,214
agilent_216589,8.879,7.503,0.01,313,42
agilent_21712,10.038,1000,0,1582,240
agilent_219934,12.969,10.544,0,250,49
agilent_220184,34.686,15.955,0,124,65
agilent_220289,11910.472,7.233,0.018,0.1,18
agilent_220437,4.17,7.104,0.024,1317,83
agilent_220657,9.576,14.162,0,767,111
agilent_220721,18.189,15.256,0,422,116
agilent_22084,22.844,7.838,0.004,84,29
agilent_221016,20.915,15.353,0,367,116
agilent_221096,88.806,15.654,0,76,102
agilent_221241,19.73,1000,0,4608,1374
agilent_221466,3.732,7.775,0.005,1897,107
agilent_221942,7.662,10.538,0,760,88
agilent_222162,17.183,15.051,0,258,67
agilent_2221,7.029,11.029,0,932,99
agilent_223034,39.702,9.014,0,50,30
