ID,fold_change,neglogp,padj,input,count
agilent_100772,127.62,7.705,0.006,22,35
agilent_101207,23.174,8.1,0.002,225,65
agilent_102275,48.131,8.192,0.002,75,45
agilent_102435,22.129,10.301,0,377,104
agilent_103817,27.564,9.749,0,227,78
agilent_104197,105.362,15.654,0,67,88
agilent_104859,96.84,1000,0,111,134
agilent_105317,5438.817,1000,0,5,339
agilent_105718,49.547,13.184,0,136,84
agilent_105871,20.139,7.205,0.018,239,60
agilent_107268,27.291,8.884,0,194,66
agilent_107525,20.829,8.17,0.002,285,74
agilent_107529,319.044,15.477,0,263,1046
agilent_108088,88.947,15.955,0,193,214
agilent_108474,13.317,9.322,0,759,126
agilent_108526,15.126,7.952,0.003,472,89
agilent_108889,10.595,6.803,0.045,689,91
agilent_10960,31.328,1000,0,1288,503
agilent_110012,21.986,8.405,0.001,270,74
agilent_110334,11.289,7.676,0.006,739,104
agilent_110337,23.197,1000,0,1117,323
agilent_11048,87.807,14.808,0,74,81
agilent_110572,77.908,1000,0,243,236
agilent_11154,26.134,11.717,0,353,115
agilent_112250,37.856,7.328,0.013,89,42
agilent_11266,26.145,12.804,0,405,132
agilent_11270,60.297,15.477,0,302,227
agilent_11271,51.626,15.353,0,404,260
agilent_11272,65.986,15.477,0,186,153
agilent_11275,28.411,9.211,0,192,68
agilent_11277,31.31,14.913,0,392,153
agilent_11278,8.95,10.388,0,1443,161
agilent_112839,251.72,15.477,0,203,637
agilent_113148,93.707,15.955,0,113,132
agilent_11510,28.202,7.07,0.024,128,45
agilent_11512,50.726,7.989,0.003,68,43
agilent_115219,23.824,9.07,0,266,79
agilent_115324,19.088,8.143,0.002,332,79
agilent_115718,50.216,15.477,0,254,159
agilent_1169,15.214,7.307,0.014,406,77
agilent_117669,63.975,15.256,0,321,256
agilent_119064,33.605,9.371,0,148,62
agilent_119265,21.099,1000,0,1479,389
agilent_11947,63.272,15.477,0,800,631
agilent_11948,38.22,1000,0,1083,516
agilent_11949,68.186,15.955,0,320,272
agilent_11962,46.997,9.931,0,99,58
agilent_12000,2219.38,1000,0,3,83
agilent_12001,1497.413,1000,0,6,112
agilent_12004,39.8,1000,0,518,257
