peptide_id;protein_id
twist_30616;agilent_276
twist_30617;agilent_276
twist_30618;agilent_276
twist_33499;agilent_276
twist_33500;agilent_276
twist_33501;agilent_276
twist_35067;agilent_276
twist_35068;agilent_276
twist_35069;agilent_276
twist_41939;agilent_276
twist_41940;agilent_276
twist_41941;agilent_276
twist_46639;agilent_276
twist_46640;agilent_276
twist_46641;agilent_276
twist_46642;agilent_276
twist_46643;agilent_276
twist_46644;agilent_276
twist_49048;agilent_276
twist_49049;agilent_276
twist_49050;agilent_276
twist_52352;agilent_276
twist_52353;agilent_276
twist_52354;agilent_276
twist_53335;agilent_276
twist_53336;agilent_276
twist_53337;agilent_276
twist_55564;agilent_276
twist_55565;agilent_276
twist_55566;agilent_276
twist_55639;agilent_276
twist_55640;agilent_276
twist_55641;agilent_276
twist_56164;agilent_276
twist_56165;agilent_276
twist_56166;agilent_276
twist_57384;agilent_276
twist_57385;agilent_276
twist_57386;agilent_276
agilent_280;agilent_280
agilent_2823;agilent_280
agilent_3317;agilent_280
agilent_4487;agilent_280
agilent_4848;agilent_280
agilent_5170;agilent_280
agilent_5350;agilent_280
agilent_5536;agilent_280
agilent_5686;agilent_280
agilent_6287;agilent_280
agilent_6454;agilent_280
agilent_7426;agilent_280
agilent_7859;agilent_280
agilent_9780;agilent_280
agilent_10476;agilent_280
agilent_11615;agilent_280
twist_26478;agilent_280
twist_29699;agilent_280
twist_33258;agilent_280
twist_38527;agilent_280
twist_39355;agilent_280
twist_39985;agilent_280
twist_41921;agilent_280
twist_42592;agilent_280
twist_45678;agilent_280
twist_45855;agilent_280
twist_46920;agilent_280
twist_48364;agilent_280
twist_49715;agilent_280
twist_50522;agilent_280
twist_51719;agilent_280
twist_53029;agilent_280
twist_55406;agilent_280
twist_56204;agilent_280
twist_58393;agilent_280
agilent_414;agilent_282
agilent_4272;agilent_282
agilent_4401;agilent_282
agilent_4456;agilent_282
agilent_4484;agilent_282
agilent_5306;agilent_282
agilent_7213;agilent_282
agilent_7214;agilent_282
agilent_7215;agilent_282
agilent_10223;agilent_282
agilent_11875;agilent_282
agilent_285;agilent_285
agilent_302;agilent_285
agilent_1988;agilent_285
agilent_2590;agilent_285
agilent_3682;agilent_285
agilent_5263;agilent_285
agilent_7887;agilent_285
agilent_8521;agilent_285
agilent_11888;agilent_285
agilent_220442;agilent_285
agilent_220465;agilent_285
agilent_223680;agilent_285
agilent_225027;agilent_285
agilent_226918;agilent_285
agilent_230379;agilent_285
agilent_234383;agilent_285
agilent_237742;agilent_285
agilent_238794;agilent_285
twist_26592;agilent_285
twist_31170;agilent_285
twist_32812;agilent_285
twist_42669;agilent_285
twist_44812;agilent_285
twist_44895;agilent_285
twist_47720;agilent_285
twist_50007;agilent_285
twist_50666;agilent_285
twist_51590;agilent_285
twist_58666;agilent_285
agilent_2138;agilent_286
agilent_4773;agilent_286
agilent_5035;agilent_286
agilent_5535;agilent_286
agilent_6223;agilent_286
agilent_6692;agilent_286
agilent_6939;agilent_286
agilent_7327;agilent_286
agilent_7785;agilent_286
agilent_8267;agilent_286
agilent_8604;agilent_286
agilent_8690;agilent_286
agilent_9102;agilent_286
agilent_9412;agilent_286
agilent_9478;agilent_286
agilent_9894;agilent_286
agilent_10027;agilent_286
agilent_10886;agilent_286
agilent_11549;agilent_286
twist_26217;agilent_286
twist_26333;agilent_286
twist_30123;agilent_286
twist_30248;agilent_286
twist_30681;agilent_286
twist_33964;agilent_286
twist_34445;agilent_286
twist_35221;agilent_286
twist_36422;agilent_286
twist_39434;agilent_286
twist_41596;agilent_286
twist_46232;agilent_286
twist_46856;agilent_286
twist_47309;agilent_286
twist_48897;agilent_286
twist_52071;agilent_286
twist_52581;agilent_286
twist_52582;agilent_286
twist_53303;agilent_286
twist_54160;agilent_286
twist_56821;agilent_286
twist_57934;agilent_286
twist_58327;agilent_286
agilent_4966;agilent_287
agilent_6990;agilent_287
agilent_7645;agilent_287
agilent_11665;agilent_287
twist_29922;agilent_287
twist_38053;agilent_287
twist_40996;agilent_287
twist_51305;agilent_287
twist_51336;agilent_287
twist_51782;agilent_287
twist_58443;agilent_287
agilent_2357;agilent_288
agilent_6758;agilent_288
agilent_7267;agilent_288
agilent_9571;agilent_288
twist_35023;agilent_288
twist_42177;agilent_288
twist_47298;agilent_288
twist_49277;agilent_288
twist_49734;agilent_288
twist_51006;agilent_288
agilent_292;agilent_292
agilent_5090;agilent_292
agilent_8380;agilent_292
agilent_11376;agilent_292
twist_27640;agilent_292
twist_42070;agilent_292
twist_47864;agilent_292
twist_50150;agilent_292
twist_58154;agilent_292
agilent_296;agilent_296
agilent_798;agilent_296
agilent_1077;agilent_296
agilent_1811;agilent_296
agilent_2518;agilent_296
agilent_3144;agilent_296
agilent_3786;agilent_296
agilent_3912;agilent_296
agilent_3925;agilent_296
agilent_4037;agilent_296
agilent_4075;agilent_296
agilent_4736;agilent_296
agilent_5023;agilent_296
agilent_5503;agilent_296
agilent_6967;agilent_296
agilent_6980;agilent_296
agilent_7117;agilent_296
agilent_7640;agilent_296
agilent_8677;agilent_296
agilent_8717;agilent_296
agilent_8786;agilent_296
agilent_8791;agilent_296
agilent_9021;agilent_296
agilent_9142;agilent_296
agilent_9651;agilent_296
agilent_9705;agilent_296
agilent_11006;agilent_296
twist_1869;agilent_296
twist_2661;agilent_296
twist_3347;agilent_296
twist_3881;agilent_296
twist_4757;agilent_296
twist_4778;agilent_296
twist_5542;agilent_296
twist_6242;agilent_296
twist_7077;agilent_296
twist_8227;agilent_296
twist_9122;agilent_296
twist_10158;agilent_296
twist_10401;agilent_296
twist_10792;agilent_296
twist_11197;agilent_296
twist_11899;agilent_296
twist_15628;agilent_296
twist_15684;agilent_296
twist_15840;agilent_296
twist_16422;agilent_296
twist_17902;agilent_296
twist_17959;agilent_296
twist_19377;agilent_296
twist_19774;agilent_296
twist_19969;agilent_296
twist_20484;agilent_296
twist_20721;agilent_296
twist_20955;agilent_296
twist_21719;agilent_296
twist_21903;agilent_296
twist_22730;agilent_296
twist_23374;agilent_296
twist_24681;agilent_296
twist_24892;agilent_296
twist_25488;agilent_296
twist_28270;agilent_296
twist_29232;agilent_296
twist_30278;agilent_296
twist_31007;agilent_296
twist_32272;agilent_296
twist_32307;agilent_296
twist_33330;agilent_296
twist_34210;agilent_296
twist_35111;agilent_296
twist_36469;agilent_296
twist_37818;agilent_296
twist_39325;agilent_296
twist_39631;agilent_296
twist_40186;agilent_296
twist_40591;agilent_296
twist_41753;agilent_296
twist_44532;agilent_296
twist_44624;agilent_296
twist_44847;agilent_296
twist_45984;agilent_296
twist_48000;agilent_296
twist_48096;agilent_296
twist_49273;agilent_296
twist_49905;agilent_296
twist_50235;agilent_296
twist_50930;agilent_296
twist_51230;agilent_296
twist_51567;agilent_296
twist_52635;agilent_296
twist_52887;agilent_296
twist_54080;agilent_296
twist_55001;agilent_296
twist_56828;agilent_296
twist_57103;agilent_296
twist_57992;agilent_296
agilent_297;agilent_297
agilent_1592;agilent_297
agilent_1862;agilent_297
agilent_2574;agilent_297
agilent_3733;agilent_297
agilent_4278;agilent_297
agilent_4655;agilent_297
agilent_4916;agilent_297
agilent_5527;agilent_297
agilent_5651;agilent_297
agilent_5732;agilent_297
agilent_5937;agilent_297
agilent_6055;agilent_297
agilent_6165;agilent_297
agilent_6537;agilent_297
agilent_9403;agilent_297
agilent_9545;agilent_297
agilent_10081;agilent_297
agilent_10137;agilent_297
twist_28118;agilent_297
twist_28865;agilent_297
twist_29883;agilent_297
twist_30277;agilent_297
twist_31828;agilent_297
twist_32312;agilent_297
twist_33405;agilent_297
twist_35692;agilent_297
twist_39864;agilent_297
twist_43096;agilent_297
twist_44738;agilent_297
twist_44905;agilent_297
twist_45595;agilent_297
twist_47506;agilent_297
twist_51596;agilent_297
twist_51706;agilent_297
twist_51720;agilent_297
twist_52010;agilent_297
twist_52630;agilent_297
twist_53638;agilent_297
twist_53707;agilent_297
twist_56442;agilent_297
agilent_298;agilent_298
agilent_3698;agilent_298
agilent_7340;agilent_298
agilent_7402;agilent_298
agilent_7850;agilent_298
agilent_11055;agilent_298
agilent_11356;agilent_298
twist_28166;agilent_298
twist_29475;agilent_298
twist_34956;agilent_298
twist_36441;agilent_298
twist_39494;agilent_298
twist_42266;agilent_298
twist_42529;agilent_298
twist_44750;agilent_298
twist_58134;agilent_298
agilent_300;agilent_300
agilent_2721;agilent_300
agilent_3927;agilent_300
agilent_4425;agilent_300
agilent_10632;agilent_300
agilent_11608;agilent_300
twist_34630;agilent_300
twist_37373;agilent_300
twist_45590;agilent_300
twist_55165;agilent_300
twist_55174;agilent_300
twist_56897;agilent_300
twist_58386;agilent_300
agilent_301;agilent_301
agilent_2900;agilent_301
agilent_3206;agilent_301
agilent_3214;agilent_301
agilent_3320;agilent_301
agilent_4049;agilent_301
agilent_6407;agilent_301
agilent_6557;agilent_301
agilent_6585;agilent_301
agilent_8278;agilent_301
agilent_8649;agilent_301
agilent_8698;agilent_301
agilent_9090;agilent_301
agilent_10209;agilent_301
agilent_11969;agilent_301
twist_26273;agilent_301
twist_26854;agilent_301
twist_27415;agilent_301
twist_33043;agilent_301
twist_33375;agilent_301
twist_35009;agilent_301
twist_36919;agilent_301
twist_40435;agilent_301
twist_43392;agilent_301
twist_44426;agilent_301
twist_44790;agilent_301
twist_44826;agilent_301
twist_45815;agilent_301
twist_46242;agilent_301
twist_49457;agilent_301
twist_51031;agilent_301
twist_51118;agilent_301
twist_57587;agilent_301
twist_58747;agilent_301
twist_37824;agilent_304
agilent_1266;agilent_308
agilent_1529;agilent_308
agilent_2438;agilent_308
agilent_4175;agilent_308
agilent_5169;agilent_308
agilent_5663;agilent_308
agilent_5722;agilent_308
agilent_6284;agilent_308
agilent_7737;agilent_308
agilent_8277;agilent_308
agilent_10070;agilent_308
twist_26940;agilent_308
twist_27124;agilent_308
twist_30737;agilent_308
twist_33689;agilent_308
twist_35820;agilent_308
twist_48816;agilent_308
twist_51288;agilent_308
twist_53771;agilent_308
twist_55966;agilent_308
twist_56354;agilent_308
twist_57611;agilent_308
agilent_310;agilent_310
agilent_2686;agilent_310
agilent_3163;agilent_310
agilent_3970;agilent_310
agilent_4171;agilent_310
agilent_4875;agilent_310
agilent_5000;agilent_310
agilent_6262;agilent_310
agilent_11463;agilent_310
twist_26404;agilent_310
twist_27307;agilent_310
twist_28131;agilent_310
twist_32414;agilent_310
twist_34079;agilent_310
twist_34391;agilent_310
twist_46056;agilent_310
twist_51823;agilent_310
twist_55843;agilent_310
twist_58241;agilent_310
agilent_311;agilent_311
agilent_4886;agilent_311
agilent_5646;agilent_311
agilent_5743;agilent_311
twist_28705;agilent_311
twist_36505;agilent_311
twist_49052;agilent_311
twist_49643;agilent_311
agilent_312;agilent_312
agilent_1770;agilent_312
agilent_5543;agilent_312
twist_44736;agilent_312
twist_48677;agilent_312
twist_53521;agilent_312
agilent_402;agilent_315
agilent_506;agilent_315
agilent_541;agilent_315
agilent_765;agilent_315
agilent_1654;agilent_315
agilent_2028;agilent_315
agilent_2079;agilent_315
agilent_2448;agilent_315
agilent_2776;agilent_315
agilent_2844;agilent_315
agilent_3009;agilent_315
agilent_3104;agilent_315
agilent_3123;agilent_315
agilent_3386;agilent_315
agilent_3533;agilent_315
agilent_3709;agilent_315
agilent_4936;agilent_315
agilent_5273;agilent_315
agilent_5480;agilent_315
agilent_5542;agilent_315
agilent_5648;agilent_315
agilent_5853;agilent_315
agilent_5970;agilent_315
agilent_5993;agilent_315
agilent_6131;agilent_315
agilent_6347;agilent_315
agilent_7938;agilent_315
agilent_7977;agilent_315
agilent_8240;agilent_315
agilent_8416;agilent_315
agilent_8499;agilent_315
agilent_9962;agilent_315
agilent_9978;agilent_315
agilent_10053;agilent_315
agilent_10218;agilent_315
agilent_10283;agilent_315
agilent_10835;agilent_315
agilent_10927;agilent_315
agilent_11140;agilent_315
agilent_11972;agilent_315
twist_26989;agilent_315
twist_27121;agilent_315
twist_27794;agilent_315
twist_29078;agilent_315
twist_30198;agilent_315
twist_30308;agilent_315
twist_30341;agilent_315
twist_30428;agilent_315
twist_30443;agilent_315
twist_31011;agilent_315
twist_31694;agilent_315
twist_32187;agilent_315
twist_33062;agilent_315
twist_34573;agilent_315
twist_37852;agilent_315
twist_38365;agilent_315
twist_39789;agilent_315
twist_40279;agilent_315
twist_40588;agilent_315
twist_41144;agilent_315
twist_41676;agilent_315
twist_42408;agilent_315
twist_44816;agilent_315
twist_44817;agilent_315
twist_44818;agilent_315
twist_45263;agilent_315
twist_45602;agilent_315
twist_47552;agilent_315
twist_47587;agilent_315
twist_49351;agilent_315
twist_50057;agilent_315
twist_50167;agilent_315
twist_50185;agilent_315
twist_50254;agilent_315
twist_50413;agilent_315
twist_50946;agilent_315
twist_51977;agilent_315
twist_52789;agilent_315
twist_52942;agilent_315
twist_53932;agilent_315
twist_54465;agilent_315
twist_54524;agilent_315
twist_54606;agilent_315
twist_55214;agilent_315
twist_55305;agilent_315
twist_55425;agilent_315
twist_56225;agilent_315
twist_56753;agilent_315
twist_57235;agilent_315
twist_57301;agilent_315
twist_57371;agilent_315
twist_58750;agilent_315
agilent_322;agilent_322
agilent_1609;agilent_322
agilent_2102;agilent_322
agilent_2544;agilent_322
agilent_4262;agilent_322
agilent_4315;agilent_322
agilent_4439;agilent_322
agilent_4974;agilent_322
agilent_8925;agilent_322
agilent_9105;agilent_322
agilent_9818;agilent_322
twist_26695;agilent_322
twist_29478;agilent_322
twist_29653;agilent_322
twist_30033;agilent_322
twist_31878;agilent_322
twist_33015;agilent_322
twist_38221;agilent_322
twist_40086;agilent_322
twist_41494;agilent_322
twist_44721;agilent_322
twist_47835;agilent_322
twist_51595;agilent_322
agilent_769;agilent_324
agilent_1791;agilent_324
agilent_2634;agilent_324
agilent_3050;agilent_324
agilent_3530;agilent_324
agilent_4073;agilent_324
agilent_4699;agilent_324
agilent_5750;agilent_324
agilent_7602;agilent_324
agilent_10210;agilent_324
agilent_10991;agilent_324
agilent_11900;agilent_324
twist_26646;agilent_324
twist_29830;agilent_324
twist_31413;agilent_324
twist_33329;agilent_324
twist_33369;agilent_324
twist_35973;agilent_324
twist_36212;agilent_324
twist_52538;agilent_324
twist_52926;agilent_324
twist_54134;agilent_324
twist_55651;agilent_324
twist_57866;agilent_324
twist_58678;agilent_324
agilent_326;agilent_326
agilent_1278;agilent_326
agilent_5156;agilent_326
agilent_5161;agilent_326
agilent_6464;agilent_326
agilent_6485;agilent_326
agilent_9661;agilent_326
agilent_9786;agilent_326
agilent_9953;agilent_326
agilent_11019;agilent_326
agilent_11136;agilent_326
agilent_11862;agilent_326
twist_29220;agilent_326
twist_30393;agilent_326
twist_31910;agilent_326
twist_32322;agilent_326
twist_34647;agilent_326
twist_34738;agilent_326
twist_36724;agilent_326
twist_41975;agilent_326
twist_42065;agilent_326
twist_52885;agilent_326
twist_53422;agilent_326
twist_55216;agilent_326
twist_58640;agilent_326
agilent_327;agilent_327
agilent_1375;agilent_327
agilent_2144;agilent_327
agilent_11661;agilent_327
twist_4509;agilent_327
twist_8129;agilent_327
twist_14484;agilent_327
twist_18263;agilent_327
twist_23896;agilent_327
twist_31969;agilent_327
twist_36317;agilent_327
twist_48405;agilent_327
twist_55770;agilent_327
twist_58439;agilent_327
agilent_329;agilent_329
agilent_2182;agilent_329
agilent_2273;agilent_329
agilent_4714;agilent_329
agilent_8788;agilent_329
agilent_9680;agilent_329
agilent_9940;agilent_329
agilent_11742;agilent_329
twist_29088;agilent_329
twist_36465;agilent_329
twist_38902;agilent_329
twist_43231;agilent_329
twist_48903;agilent_329
twist_52348;agilent_329
twist_54350;agilent_329
twist_55551;agilent_329
twist_56622;agilent_329
twist_58520;agilent_329
agilent_494;agilent_330
agilent_1658;agilent_330
agilent_3744;agilent_330
agilent_4727;agilent_330
agilent_8592;agilent_330
agilent_8668;agilent_330
agilent_11843;agilent_330
twist_33001;agilent_330
twist_33885;agilent_330
twist_34052;agilent_330
twist_36525;agilent_330
twist_36949;agilent_330
twist_37554;agilent_330
twist_45800;agilent_330
twist_46025;agilent_330
twist_55842;agilent_330
twist_55978;agilent_330
twist_58621;agilent_330
agilent_1124;agilent_332
agilent_2713;agilent_332
agilent_4123;agilent_332
agilent_5303;agilent_332
agilent_6319;agilent_332
agilent_8175;agilent_332
agilent_10260;agilent_332
agilent_11820;agilent_332
twist_30197;agilent_332
twist_30390;agilent_332
twist_31129;agilent_332
twist_31354;agilent_332
twist_36431;agilent_332
twist_38352;agilent_332
twist_49393;agilent_332
twist_54762;agilent_332
twist_55604;agilent_332
twist_58598;agilent_332
agilent_333;agilent_333
agilent_1846;agilent_333
agilent_1971;agilent_333
agilent_3376;agilent_333
agilent_4492;agilent_333
agilent_5223;agilent_333
agilent_7183;agilent_333
agilent_11570;agilent_333
agilent_220540;agilent_333
agilent_223365;agilent_333
agilent_223648;agilent_333
agilent_226435;agilent_333
agilent_228685;agilent_333
agilent_230267;agilent_333
agilent_232519;agilent_333
agilent_236593;agilent_333
twist_27454;agilent_333
twist_27670;agilent_333
twist_30192;agilent_333
twist_30662;agilent_333
twist_32008;agilent_333
twist_32126;agilent_333
twist_33771;agilent_333
twist_40446;agilent_333
twist_40535;agilent_333
twist_44962;agilent_333
twist_53473;agilent_333
twist_54482;agilent_333
twist_58348;agilent_333
agilent_338;agilent_338
agilent_618;agilent_338
agilent_2344;agilent_338
agilent_5265;agilent_338
agilent_5376;agilent_338
agilent_5974;agilent_338
agilent_6791;agilent_338
agilent_7023;agilent_338
agilent_8098;agilent_338
agilent_11970;agilent_338
twist_26649;agilent_338
twist_27343;agilent_338
twist_27760;agilent_338
twist_33933;agilent_338
twist_40156;agilent_338
twist_40559;agilent_338
twist_49880;agilent_338
twist_51354;agilent_338
twist_52199;agilent_338
twist_53330;agilent_338
twist_53935;agilent_338
twist_54737;agilent_338
twist_57819;agilent_338
twist_58748;agilent_338
agilent_1133;agilent_339
agilent_1168;agilent_339
agilent_4372;agilent_339
agilent_7596;agilent_339
twist_37064;agilent_339
twist_37620;agilent_339
twist_47790;agilent_339
twist_52315;agilent_339
agilent_342;agilent_342
agilent_1436;agilent_342
agilent_1520;agilent_342
agilent_1845;agilent_342
agilent_1927;agilent_342
agilent_2074;agilent_342
agilent_2407;agilent_342
agilent_2666;agilent_342
agilent_2667;agilent_342
agilent_2668;agilent_342
agilent_2691;agilent_342
agilent_3010;agilent_342
agilent_3686;agilent_342
agilent_4152;agilent_342
agilent_4671;agilent_342
agilent_4703;agilent_342
agilent_5005;agilent_342
agilent_5566;agilent_342
agilent_5704;agilent_342
agilent_5795;agilent_342
agilent_5848;agilent_342
agilent_6695;agilent_342
agilent_7017;agilent_342
agilent_7234;agilent_342
agilent_7556;agilent_342
agilent_8107;agilent_342
agilent_8430;agilent_342
agilent_8440;agilent_342
agilent_8534;agilent_342
agilent_8972;agilent_342
agilent_9127;agilent_342
agilent_9145;agilent_342
agilent_9206;agilent_342
agilent_9222;agilent_342
agilent_10072;agilent_342
agilent_10340;agilent_342
agilent_10366;agilent_342
agilent_10450;agilent_342
agilent_10595;agilent_342
agilent_10931;agilent_342
agilent_11371;agilent_342
twist_27135;agilent_342
twist_27238;agilent_342
twist_27526;agilent_342
twist_27815;agilent_342
twist_27816;agilent_342
twist_28870;agilent_342
twist_29663;agilent_342
twist_30009;agilent_342
twist_31454;agilent_342
twist_31781;agilent_342
twist_33245;agilent_342
twist_34279;agilent_342
twist_35176;agilent_342
twist_36092;agilent_342
twist_36183;agilent_342
twist_37275;agilent_342
twist_38289;agilent_342
twist_38648;agilent_342
twist_41021;agilent_342
twist_41119;agilent_342
twist_41432;agilent_342
twist_42016;agilent_342
twist_42017;agilent_342
twist_42018;agilent_342
twist_42268;agilent_342
twist_42616;agilent_342
twist_46085;agilent_342
twist_47993;agilent_342
twist_49170;agilent_342
twist_49522;agilent_342
twist_49918;agilent_342
twist_50285;agilent_342
twist_50825;agilent_342
twist_51256;agilent_342
twist_51691;agilent_342
twist_51804;agilent_342
twist_52263;agilent_342
twist_52375;agilent_342
twist_52455;agilent_342
twist_53369;agilent_342
twist_53478;agilent_342
twist_53673;agilent_342
twist_53873;agilent_342
twist_54089;agilent_342
twist_54281;agilent_342
twist_54937;agilent_342
twist_54944;agilent_342
twist_55624;agilent_342
twist_56319;agilent_342
twist_58149;agilent_342
agilent_346;agilent_346
agilent_846;agilent_346
agilent_1794;agilent_346
agilent_5371;agilent_346
agilent_8417;agilent_346
agilent_9615;agilent_346
twist_27791;agilent_346
twist_31867;agilent_346
twist_33084;agilent_346
twist_46700;agilent_346
twist_49928;agilent_346
twist_52595;agilent_346
agilent_349;agilent_349
agilent_381;agilent_349
agilent_1432;agilent_349
agilent_2091;agilent_349
agilent_4436;agilent_349
agilent_4765;agilent_349
agilent_6224;agilent_349
agilent_6324;agilent_349
agilent_6649;agilent_349
agilent_8747;agilent_349
agilent_8927;agilent_349
agilent_10299;agilent_349
agilent_10846;agilent_349
agilent_10951;agilent_349
agilent_11346;agilent_349
twist_26487;agilent_349
twist_26858;agilent_349
twist_30077;agilent_349
twist_30430;agilent_349
twist_30562;agilent_349
twist_34128;agilent_349
twist_37198;agilent_349
twist_37525;agilent_349
twist_39061;agilent_349
twist_40002;agilent_349
twist_40118;agilent_349
twist_44585;agilent_349
twist_48869;agilent_349
twist_48912;agilent_349
twist_48925;agilent_349
twist_48957;agilent_349
twist_51279;agilent_349
twist_51289;agilent_349
twist_53590;agilent_349
twist_54095;agilent_349
twist_54459;agilent_349
twist_55426;agilent_349
twist_55443;agilent_349
twist_56273;agilent_349
twist_57465;agilent_349
twist_58124;agilent_349
agilent_350;agilent_350
agilent_477;agilent_350
agilent_651;agilent_350
agilent_728;agilent_350
agilent_1072;agilent_350
agilent_1225;agilent_350
agilent_1640;agilent_350
agilent_1647;agilent_350
agilent_1673;agilent_350
agilent_2315;agilent_350
agilent_2601;agilent_350
agilent_2650;agilent_350
agilent_2743;agilent_350
agilent_2887;agilent_350
agilent_4045;agilent_350
agilent_4768;agilent_350
agilent_4769;agilent_350
agilent_4770;agilent_350
agilent_4971;agilent_350
agilent_5124;agilent_350
agilent_5784;agilent_350
agilent_6043;agilent_350
agilent_6241;agilent_350
agilent_6271;agilent_350
agilent_6572;agilent_350
agilent_7189;agilent_350
agilent_7626;agilent_350
agilent_7729;agilent_350
agilent_7789;agilent_350
agilent_8159;agilent_350
agilent_8552;agilent_350
agilent_8713;agilent_350
agilent_8852;agilent_350
agilent_8891;agilent_350
agilent_8931;agilent_350
agilent_9420;agilent_350
agilent_9633;agilent_350
agilent_10203;agilent_350
agilent_10344;agilent_350
agilent_10360;agilent_350
agilent_10375;agilent_350
agilent_10491;agilent_350
agilent_10675;agilent_350
agilent_11698;agilent_350
twist_27777;agilent_350
twist_28473;agilent_350
twist_29274;agilent_350
twist_29795;agilent_350
twist_31149;agilent_350
twist_33209;agilent_350
twist_33913;agilent_350
twist_34024;agilent_350
twist_36060;agilent_350
twist_36565;agilent_350
twist_36733;agilent_350
twist_36944;agilent_350
twist_37315;agilent_350
twist_38126;agilent_350
twist_38303;agilent_350
twist_38872;agilent_350
twist_38873;agilent_350
twist_38874;agilent_350
twist_39524;agilent_350
twist_39878;agilent_350
twist_40158;agilent_350
twist_41263;agilent_350
twist_41498;agilent_350
twist_42454;agilent_350
twist_42948;agilent_350
twist_43256;agilent_350
twist_43405;agilent_350
twist_43624;agilent_350
twist_43810;agilent_350
twist_44393;agilent_350
twist_44665;agilent_350
twist_44998;agilent_350
twist_45870;agilent_350
twist_46279;agilent_350
twist_46408;agilent_350
twist_47116;agilent_350
twist_48259;agilent_350
twist_48298;agilent_350
twist_48400;agilent_350
twist_48950;agilent_350
twist_50303;agilent_350
twist_50347;agilent_350
twist_50388;agilent_350
twist_51260;agilent_350
twist_51349;agilent_350
twist_51654;agilent_350
twist_51769;agilent_350
twist_52165;agilent_350
twist_52915;agilent_350
twist_53286;agilent_350
twist_53514;agilent_350
twist_53801;agilent_350
twist_54590;agilent_350
twist_55646;agilent_350
twist_55657;agilent_350
twist_55837;agilent_350
twist_56183;agilent_350
twist_56763;agilent_350
twist_56881;agilent_350
twist_58476;agilent_350
agilent_351;agilent_351
agilent_867;agilent_351
agilent_1137;agilent_351
agilent_1532;agilent_351
agilent_3573;agilent_351
agilent_10482;agilent_351
agilent_11349;agilent_351
twist_27436;agilent_351
twist_28664;agilent_351
twist_30134;agilent_351
twist_34420;agilent_351
twist_34701;agilent_351
twist_43055;agilent_351
twist_50408;agilent_351
twist_57279;agilent_351
twist_58127;agilent_351
agilent_355;agilent_355
agilent_589;agilent_355
agilent_764;agilent_355
agilent_2387;agilent_355
agilent_2652;agilent_355
agilent_3513;agilent_355
agilent_4122;agilent_355
agilent_10161;agilent_355
agilent_11414;agilent_355
twist_26295;agilent_355
twist_29815;agilent_355
twist_40130;agilent_355
twist_50321;agilent_355
twist_50570;agilent_355
twist_53432;agilent_355
twist_53675;agilent_355
twist_58192;agilent_355
agilent_357;agilent_357
agilent_7473;agilent_357
agilent_10306;agilent_357
agilent_10628;agilent_357
agilent_11619;agilent_357
twist_26859;agilent_357
twist_33736;agilent_357
twist_37332;agilent_357
twist_44876;agilent_357
twist_51399;agilent_357
twist_53216;agilent_357
twist_58397;agilent_357
agilent_361;agilent_361
agilent_1631;agilent_361
agilent_1683;agilent_361
agilent_1949;agilent_361
agilent_2682;agilent_361
agilent_3060;agilent_361
agilent_4077;agilent_361
agilent_4657;agilent_361
agilent_5479;agilent_361
agilent_5551;agilent_361
agilent_5584;agilent_361
agilent_5596;agilent_361
agilent_5731;agilent_361
agilent_6081;agilent_361
agilent_6276;agilent_361
agilent_7704;agilent_361
agilent_7817;agilent_361
agilent_7867;agilent_361
agilent_8517;agilent_361
agilent_9655;agilent_361
agilent_9747;agilent_361
agilent_9834;agilent_361
agilent_10659;agilent_361
agilent_10691;agilent_361
agilent_10800;agilent_361
agilent_11038;agilent_361
agilent_11076;agilent_361
agilent_11513;agilent_361
agilent_362;agilent_362
agilent_1126;agilent_362
agilent_7956;agilent_362
agilent_11936;agilent_362
twist_33318;agilent_362
twist_49205;agilent_362
twist_53075;agilent_362
twist_57220;agilent_362
twist_58714;agilent_362
agilent_367;agilent_367
agilent_4710;agilent_367
agilent_9583;agilent_367
agilent_9666;agilent_367
agilent_11823;agilent_367
twist_26856;agilent_367
twist_27806;agilent_367
twist_35405;agilent_367
twist_39734;agilent_367
twist_46187;agilent_367
twist_58601;agilent_367
agilent_369;agilent_369
agilent_593;agilent_369
agilent_1806;agilent_369
agilent_2539;agilent_369
agilent_3581;agilent_369
agilent_3656;agilent_369
agilent_4028;agilent_369
agilent_4274;agilent_369
agilent_4841;agilent_369
agilent_6733;agilent_369
agilent_7755;agilent_369
agilent_7871;agilent_369
agilent_7983;agilent_369
agilent_10555;agilent_369
twist_27616;agilent_369
twist_27677;agilent_369
twist_28004;agilent_369
twist_28510;agilent_369
twist_28619;agilent_369
twist_39745;agilent_369
twist_41130;agilent_369
twist_43935;agilent_369
twist_45702;agilent_369
twist_46866;agilent_369
twist_47823;agilent_369
twist_48381;agilent_369
twist_51290;agilent_369
twist_51541;agilent_369
twist_53257;agilent_369
twist_53569;agilent_369
twist_56335;agilent_369
agilent_371;agilent_371
agilent_451;agilent_371
agilent_723;agilent_371
agilent_753;agilent_371
agilent_803;agilent_371
agilent_1430;agilent_371
agilent_2554;agilent_371
agilent_3257;agilent_371
agilent_3428;agilent_371
agilent_4200;agilent_371
agilent_4445;agilent_371
agilent_4458;agilent_371
agilent_4950;agilent_371
agilent_5268;agilent_371
agilent_5384;agilent_371
agilent_5486;agilent_371
agilent_5726;agilent_371
agilent_5741;agilent_371
