peptide_id;protein_id
agilent_36314;agilent_36218
agilent_42000;agilent_36218
agilent_43953;agilent_36218
agilent_63330;agilent_36218
agilent_70676;agilent_36218
agilent_112813;agilent_36218
agilent_159393;agilent_36218
agilent_168510;agilent_36218
agilent_190081;agilent_36218
agilent_203117;agilent_36218
agilent_213039;agilent_36218
agilent_219808;agilent_36218
agilent_36221;agilent_36221
agilent_48134;agilent_36221
agilent_59789;agilent_36221
agilent_65118;agilent_36221
agilent_67142;agilent_36221
agilent_101279;agilent_36221
agilent_141533;agilent_36221
agilent_169138;agilent_36221
agilent_179633;agilent_36221
agilent_194082;agilent_36221
agilent_197357;agilent_36221
agilent_213339;agilent_36221
agilent_217715;agilent_36221
agilent_36225;agilent_36225
agilent_41220;agilent_36225
agilent_58634;agilent_36225
agilent_107393;agilent_36225
agilent_119971;agilent_36225
agilent_36226;agilent_36226
agilent_41140;agilent_36226
agilent_55867;agilent_36226
agilent_85143;agilent_36226
agilent_109344;agilent_36226
agilent_36229;agilent_36229
agilent_43650;agilent_36229
agilent_54571;agilent_36229
agilent_56055;agilent_36229
agilent_58807;agilent_36229
agilent_68245;agilent_36229
agilent_147810;agilent_36229
agilent_162935;agilent_36229
agilent_36231;agilent_36231
agilent_166573;agilent_36231
agilent_170418;agilent_36231
agilent_36232;agilent_36232
agilent_152221;agilent_36232
agilent_184153;agilent_36232
agilent_195275;agilent_36232
agilent_36234;agilent_36234
agilent_52118;agilent_36234
agilent_92874;agilent_36234
agilent_130528;agilent_36234
agilent_213605;agilent_36234
agilent_36236;agilent_36236
agilent_42691;agilent_36236
agilent_113513;agilent_36236
agilent_116975;agilent_36236
agilent_124249;agilent_36236
agilent_57105;agilent_36237
agilent_59725;agilent_36237
agilent_63327;agilent_36237
agilent_76518;agilent_36237
agilent_77518;agilent_36237
agilent_91733;agilent_36237
agilent_101396;agilent_36237
agilent_130572;agilent_36237
agilent_152140;agilent_36237
agilent_154186;agilent_36237
agilent_154230;agilent_36237
agilent_187035;agilent_36237
agilent_201648;agilent_36237
agilent_36238;agilent_36238
agilent_61283;agilent_36239
agilent_91750;agilent_36239
agilent_136027;agilent_36239
agilent_199070;agilent_36239
agilent_36240;agilent_36240
agilent_56046;agilent_36240
agilent_61949;agilent_36240
agilent_67899;agilent_36240
agilent_79119;agilent_36240
agilent_91789;agilent_36240
agilent_94346;agilent_36240
agilent_143644;agilent_36240
agilent_158135;agilent_36240
agilent_159537;agilent_36240
agilent_161786;agilent_36240
agilent_167368;agilent_36240
agilent_193319;agilent_36240
agilent_51243;agilent_36241
agilent_52646;agilent_36241
agilent_122375;agilent_36241
agilent_130728;agilent_36241
agilent_135580;agilent_36241
agilent_154659;agilent_36241
agilent_175581;agilent_36241
agilent_187935;agilent_36241
agilent_204648;agilent_36241
agilent_38622;agilent_36242
agilent_54483;agilent_36242
agilent_163345;agilent_36242
agilent_175011;agilent_36242
agilent_187136;agilent_36242
agilent_206466;agilent_36242
agilent_39738;agilent_36243
agilent_65620;agilent_36243
agilent_68024;agilent_36243
agilent_105258;agilent_36243
agilent_36244;agilent_36244
agilent_82877;agilent_36244
agilent_179750;agilent_36244
agilent_205233;agilent_36244
agilent_36248;agilent_36248
agilent_66354;agilent_36248
agilent_90642;agilent_36248
agilent_98916;agilent_36248
agilent_130577;agilent_36248
agilent_177967;agilent_36248
agilent_180062;agilent_36248
agilent_197208;agilent_36248
agilent_36249;agilent_36249
agilent_76710;agilent_36251
agilent_170119;agilent_36251
agilent_183987;agilent_36251
agilent_187349;agilent_36251
agilent_198275;agilent_36251
agilent_79501;agilent_36252
agilent_91275;agilent_36252
agilent_108120;agilent_36252
agilent_112229;agilent_36252
agilent_122136;agilent_36252
agilent_155021;agilent_36252
agilent_197280;agilent_36252
agilent_36254;agilent_36254
agilent_36471;agilent_36254
agilent_163396;agilent_36254
agilent_183415;agilent_36254
agilent_194271;agilent_36254
agilent_36259;agilent_36259
agilent_48610;agilent_36259
agilent_85213;agilent_36259
agilent_149396;agilent_36259
agilent_178160;agilent_36259
agilent_183032;agilent_36259
agilent_36260;agilent_36260
agilent_44498;agilent_36260
agilent_65362;agilent_36260
agilent_118689;agilent_36260
agilent_156363;agilent_36260
agilent_166085;agilent_36260
agilent_175068;agilent_36260
agilent_183493;agilent_36260
agilent_195747;agilent_36260
agilent_36262;agilent_36262
agilent_53680;agilent_36262
agilent_59296;agilent_36262
agilent_69916;agilent_36262
agilent_102650;agilent_36262
agilent_111681;agilent_36262
agilent_111860;agilent_36262
agilent_169682;agilent_36262
agilent_200883;agilent_36262
agilent_204680;agilent_36262
agilent_36265;agilent_36265
agilent_46947;agilent_36265
agilent_75492;agilent_36265
agilent_89726;agilent_36265
agilent_130783;agilent_36265
agilent_162117;agilent_36265
agilent_200152;agilent_36265
agilent_204335;agilent_36265
agilent_36266;agilent_36266
agilent_119848;agilent_36266
agilent_171963;agilent_36266
agilent_36272;agilent_36272
agilent_48564;agilent_36272
agilent_65371;agilent_36272
agilent_87580;agilent_36272
agilent_100635;agilent_36272
agilent_131049;agilent_36272
agilent_169437;agilent_36272
agilent_54263;agilent_36274
agilent_67049;agilent_36274
agilent_90316;agilent_36274
agilent_110171;agilent_36274
agilent_146925;agilent_36274
agilent_153439;agilent_36274
agilent_171910;agilent_36274
agilent_36278;agilent_36278
agilent_40163;agilent_36278
agilent_42521;agilent_36278
agilent_71298;agilent_36278
agilent_118739;agilent_36278
agilent_211245;agilent_36278
agilent_36280;agilent_36280
agilent_96661;agilent_36280
agilent_123202;agilent_36280
agilent_135632;agilent_36280
agilent_170729;agilent_36280
agilent_174730;agilent_36280
agilent_191056;agilent_36280
agilent_192252;agilent_36280
agilent_196953;agilent_36280
agilent_50966;agilent_36283
agilent_53502;agilent_36283
agilent_78887;agilent_36283
agilent_99044;agilent_36283
agilent_126455;agilent_36283
agilent_135103;agilent_36283
agilent_137299;agilent_36283
agilent_210672;agilent_36283
agilent_36287;agilent_36287
agilent_88952;agilent_36287
agilent_138491;agilent_36287
agilent_169716;agilent_36287
agilent_174092;agilent_36287
agilent_186606;agilent_36287
agilent_36288;agilent_36288
agilent_61353;agilent_36288
agilent_76329;agilent_36288
agilent_101421;agilent_36288
agilent_107109;agilent_36288
agilent_109193;agilent_36288
agilent_114028;agilent_36288
agilent_121275;agilent_36288
agilent_144384;agilent_36288
agilent_189937;agilent_36288
agilent_191297;agilent_36288
agilent_206581;agilent_36288
agilent_130918;agilent_36289
agilent_162826;agilent_36289
agilent_61129;agilent_36290
agilent_61204;agilent_36290
agilent_83941;agilent_36290
agilent_115252;agilent_36290
agilent_117141;agilent_36290
agilent_119176;agilent_36290
agilent_163595;agilent_36290
agilent_198028;agilent_36290
agilent_219175;agilent_36290
agilent_52592;agilent_36291
agilent_61556;agilent_36291
agilent_125367;agilent_36291
agilent_186825;agilent_36291
agilent_36295;agilent_36295
agilent_103593;agilent_36295
agilent_110032;agilent_36295
agilent_115397;agilent_36295
agilent_130010;agilent_36295
agilent_164081;agilent_36295
agilent_185617;agilent_36295
agilent_189012;agilent_36295
agilent_199871;agilent_36295
agilent_219581;agilent_36295
agilent_36300;agilent_36300
agilent_80857;agilent_36300
agilent_89636;agilent_36300
agilent_122379;agilent_36300
agilent_149243;agilent_36300
agilent_162097;agilent_36300
agilent_172149;agilent_36300
agilent_205092;agilent_36300
agilent_60477;agilent_36304
agilent_151551;agilent_36304
agilent_154955;agilent_36304
agilent_36306;agilent_36306
agilent_41731;agilent_36306
agilent_45592;agilent_36306
agilent_68259;agilent_36306
agilent_151770;agilent_36306
agilent_175450;agilent_36306
agilent_118664;agilent_36307
agilent_140384;agilent_36307
agilent_153193;agilent_36307
agilent_215763;agilent_36307
agilent_36308;agilent_36308
agilent_60375;agilent_36308
agilent_78933;agilent_36308
agilent_87751;agilent_36308
agilent_98959;agilent_36308
agilent_122837;agilent_36308
agilent_180771;agilent_36308
agilent_198777;agilent_36308
agilent_202611;agilent_36308
agilent_36313;agilent_36313
agilent_161832;agilent_36313
agilent_36315;agilent_36315
agilent_47473;agilent_36315
agilent_59390;agilent_36315
agilent_67613;agilent_36315
agilent_74896;agilent_36315
agilent_79014;agilent_36315
agilent_96325;agilent_36315
agilent_124024;agilent_36315
agilent_132887;agilent_36315
agilent_160687;agilent_36315
agilent_198733;agilent_36315
agilent_85963;agilent_36316
agilent_115838;agilent_36316
agilent_127840;agilent_36316
agilent_214150;agilent_36316
agilent_217011;agilent_36316
agilent_36317;agilent_36317
agilent_90695;agilent_36317
agilent_98334;agilent_36317
agilent_106467;agilent_36317
agilent_110186;agilent_36317
agilent_132205;agilent_36317
agilent_157875;agilent_36318
agilent_160524;agilent_36318
agilent_188008;agilent_36318
agilent_36319;agilent_36319
agilent_44259;agilent_36319
agilent_48800;agilent_36319
agilent_85309;agilent_36319
agilent_123489;agilent_36319
agilent_138413;agilent_36319
agilent_170647;agilent_36319
agilent_178951;agilent_36319
agilent_184164;agilent_36319
agilent_192317;agilent_36319
agilent_194216;agilent_36319
agilent_216058;agilent_36319
agilent_36330;agilent_36330
agilent_62175;agilent_36330
agilent_143868;agilent_36330
agilent_149634;agilent_36330
agilent_219757;agilent_36330
agilent_36337;agilent_36337
agilent_49193;agilent_36337
agilent_107236;agilent_36337
agilent_117305;agilent_36337
agilent_121379;agilent_36337
agilent_124666;agilent_36337
agilent_156241;agilent_36337
agilent_36343;agilent_36343
agilent_64838;agilent_36343
agilent_102281;agilent_36343
agilent_124192;agilent_36343
agilent_175541;agilent_36343
agilent_205394;agilent_36343
agilent_212884;agilent_36343
agilent_74029;agilent_36345
agilent_105570;agilent_36345
agilent_142284;agilent_36345
agilent_170240;agilent_36345
agilent_180618;agilent_36345
agilent_200163;agilent_36345
agilent_36346;agilent_36346
agilent_40831;agilent_36346
agilent_95414;agilent_36346
agilent_36347;agilent_36347
agilent_38159;agilent_36347
agilent_48413;agilent_36347
agilent_54945;agilent_36347
agilent_83449;agilent_36347
agilent_99925;agilent_36347
agilent_137838;agilent_36347
agilent_165338;agilent_36347
agilent_183341;agilent_36347
agilent_202166;agilent_36347
agilent_211225;agilent_36347
agilent_36350;agilent_36350
agilent_55241;agilent_36350
agilent_59958;agilent_36350
agilent_69212;agilent_36350
agilent_103467;agilent_36350
agilent_131249;agilent_36350
agilent_136698;agilent_36350
agilent_139234;agilent_36350
agilent_150362;agilent_36350
agilent_159086;agilent_36350
agilent_159205;agilent_36350
agilent_162128;agilent_36350
agilent_164646;agilent_36350
agilent_178828;agilent_36350
agilent_200428;agilent_36350
agilent_205163;agilent_36350
agilent_212447;agilent_36350
agilent_216824;agilent_36350
agilent_36353;agilent_36353
agilent_39306;agilent_36353
agilent_57389;agilent_36353
agilent_205250;agilent_36353
agilent_216596;agilent_36353
agilent_36358;agilent_36358
agilent_86008;agilent_36358
agilent_139883;agilent_36361
agilent_159118;agilent_36361
agilent_175041;agilent_36361
agilent_189439;agilent_36361
agilent_198631;agilent_36361
agilent_36362;agilent_36362
agilent_42822;agilent_36362
agilent_48797;agilent_36362
agilent_66999;agilent_36362
agilent_102332;agilent_36362
agilent_122929;agilent_36362
agilent_123641;agilent_36362
agilent_168045;agilent_36362
agilent_204360;agilent_36362
agilent_36363;agilent_36363
agilent_133105;agilent_36363
agilent_175107;agilent_36363
agilent_36364;agilent_36364
agilent_171382;agilent_36364
agilent_172116;agilent_36364
agilent_203376;agilent_36364
agilent_210497;agilent_36364
agilent_217256;agilent_36364
agilent_217785;agilent_36364
agilent_36367;agilent_36367
agilent_38972;agilent_36367
agilent_76423;agilent_36367
agilent_115187;agilent_36367
agilent_36384;agilent_36384
agilent_67791;agilent_36384
agilent_91798;agilent_36384
agilent_110930;agilent_36384
agilent_125157;agilent_36384
agilent_131440;agilent_36384
agilent_142160;agilent_36384
agilent_146665;agilent_36384
agilent_153515;agilent_36384
agilent_159787;agilent_36384
agilent_166096;agilent_36384
agilent_179922;agilent_36384
agilent_181447;agilent_36384
agilent_200478;agilent_36384
agilent_207200;agilent_36384
agilent_213410;agilent_36384
agilent_213904;agilent_36384
agilent_218099;agilent_36384
agilent_36386;agilent_36386
agilent_132189;agilent_36386
agilent_165644;agilent_36386
agilent_211772;agilent_36386
agilent_36387;agilent_36387
agilent_46050;agilent_36387
agilent_46707;agilent_36387
agilent_81328;agilent_36387
agilent_85485;agilent_36387
agilent_87050;agilent_36387
agilent_97514;agilent_36387
agilent_102457;agilent_36387
agilent_123683;agilent_36387
agilent_127337;agilent_36387
agilent_135039;agilent_36387
agilent_156333;agilent_36387
agilent_199375;agilent_36387
agilent_208388;agilent_36387
agilent_36389;agilent_36389
agilent_95152;agilent_36389
agilent_191422;agilent_36389
agilent_192815;agilent_36389
agilent_36396;agilent_36396
agilent_43327;agilent_36396
agilent_103110;agilent_36396
agilent_127818;agilent_36396
agilent_191850;agilent_36396
agilent_212912;agilent_36396
agilent_36398;agilent_36398
agilent_37297;agilent_36398
agilent_88344;agilent_36398
agilent_92873;agilent_36398
agilent_109306;agilent_36398
agilent_109442;agilent_36398
agilent_109955;agilent_36398
agilent_211029;agilent_36398
agilent_36400;agilent_36400
agilent_43256;agilent_36400
agilent_74390;agilent_36400
agilent_93470;agilent_36400
agilent_96005;agilent_36400
agilent_36402;agilent_36402
agilent_64810;agilent_36402
agilent_67391;agilent_36402
agilent_76513;agilent_36402
agilent_98955;agilent_36402
agilent_121437;agilent_36402
agilent_127609;agilent_36402
agilent_166091;agilent_36402
agilent_167115;agilent_36402
agilent_170898;agilent_36402
agilent_36410;agilent_36410
agilent_80458;agilent_36410
agilent_152369;agilent_36410
agilent_166321;agilent_36410
agilent_42525;agilent_36425
agilent_49354;agilent_36425
agilent_59877;agilent_36425
agilent_152604;agilent_36425
agilent_177396;agilent_36425
agilent_36426;agilent_36426
agilent_38021;agilent_36426
agilent_41044;agilent_36426
agilent_55003;agilent_36426
agilent_72822;agilent_36426
agilent_83312;agilent_36426
agilent_83473;agilent_36426
agilent_94137;agilent_36426
agilent_155283;agilent_36426
agilent_156445;agilent_36426
agilent_169271;agilent_36426
agilent_176194;agilent_36426
agilent_36429;agilent_36429
agilent_77008;agilent_36429
agilent_154459;agilent_36429
agilent_36430;agilent_36430
agilent_38588;agilent_36430
agilent_71049;agilent_36430
agilent_73123;agilent_36430
agilent_84599;agilent_36430
agilent_95012;agilent_36430
agilent_116812;agilent_36430
agilent_135503;agilent_36430
agilent_154078;agilent_36430
agilent_177021;agilent_36430
agilent_207740;agilent_36430
agilent_36433;agilent_36433
agilent_105326;agilent_36438
agilent_198432;agilent_36438
agilent_209425;agilent_36438
agilent_36439;agilent_36439
agilent_49263;agilent_36439
agilent_59786;agilent_36439
agilent_96807;agilent_36439
agilent_113058;agilent_36439
agilent_123530;agilent_36439
agilent_199817;agilent_36439
agilent_212664;agilent_36439
agilent_36442;agilent_36442
agilent_36648;agilent_36442
agilent_148927;agilent_36442
agilent_169725;agilent_36442
agilent_179077;agilent_36442
agilent_198804;agilent_36442
agilent_210683;agilent_36442
agilent_46029;agilent_36443
agilent_64361;agilent_36443
agilent_75806;agilent_36443
agilent_108405;agilent_36443
agilent_110437;agilent_36443
agilent_123151;agilent_36443
agilent_123989;agilent_36443
agilent_130654;agilent_36443
agilent_148196;agilent_36443
agilent_153052;agilent_36443
agilent_205370;agilent_36443
agilent_212716;agilent_36443
agilent_214743;agilent_36443
agilent_218266;agilent_36443
agilent_36447;agilent_36447
agilent_53436;agilent_36447
agilent_63151;agilent_36447
agilent_83317;agilent_36447
agilent_95256;agilent_36447
agilent_105458;agilent_36447
agilent_147304;agilent_36447
agilent_172137;agilent_36447
agilent_182483;agilent_36447
agilent_188275;agilent_36447
agilent_38997;agilent_36450
agilent_61885;agilent_36450
agilent_65061;agilent_36450
agilent_78828;agilent_36450
agilent_111845;agilent_36450
agilent_119128;agilent_36450
agilent_133812;agilent_36450
agilent_169900;agilent_36450
agilent_189855;agilent_36450
agilent_200310;agilent_36450
agilent_215279;agilent_36450
agilent_70382;agilent_36457
agilent_36459;agilent_36459
agilent_37622;agilent_36459
agilent_37906;agilent_36459
agilent_82044;agilent_36459
agilent_111628;agilent_36459
agilent_135958;agilent_36459
agilent_147350;agilent_36459
agilent_170735;agilent_36459
agilent_177717;agilent_36459
agilent_181245;agilent_36459
agilent_181292;agilent_36459
agilent_197811;agilent_36459
agilent_215790;agilent_36459
agilent_36461;agilent_36461
agilent_138036;agilent_36461
agilent_160944;agilent_36461
agilent_166723;agilent_36461
agilent_36465;agilent_36465
agilent_86618;agilent_36465
agilent_157101;agilent_36465
agilent_36466;agilent_36466
agilent_38631;agilent_36466
agilent_38772;agilent_36466
agilent_57774;agilent_36466
agilent_77337;agilent_36466
agilent_115359;agilent_36466
agilent_149700;agilent_36466
agilent_159860;agilent_36466
agilent_182508;agilent_36466
agilent_186635;agilent_36466
agilent_186850;agilent_36466
agilent_195851;agilent_36466
agilent_203450;agilent_36466
agilent_36469;agilent_36469
agilent_104816;agilent_36469
agilent_127694;agilent_36469
agilent_161065;agilent_36469
agilent_166780;agilent_36469
agilent_211297;agilent_36469
agilent_36473;agilent_36473
agilent_40842;agilent_36473
agilent_137964;agilent_36473
agilent_164844;agilent_36473
agilent_203008;agilent_36473
agilent_45133;agilent_36475
agilent_71502;agilent_36475
agilent_82132;agilent_36475
agilent_96712;agilent_36475
agilent_110561;agilent_36475
agilent_148600;agilent_36475
agilent_159190;agilent_36475
agilent_168535;agilent_36475
agilent_170925;agilent_36475
agilent_179725;agilent_36475
agilent_94066;agilent_36485
agilent_108673;agilent_36485
agilent_121560;agilent_36485
agilent_133379;agilent_36485
agilent_146622;agilent_36485
agilent_55254;agilent_36488
agilent_90598;agilent_36488
agilent_121154;agilent_36488
agilent_137381;agilent_36488
agilent_204963;agilent_36488
agilent_62109;agilent_36489
agilent_84049;agilent_36489
agilent_103869;agilent_36489
agilent_112814;agilent_36489
agilent_116446;agilent_36489
agilent_150477;agilent_36489
agilent_36490;agilent_36490
agilent_41757;agilent_36490
agilent_45655;agilent_36490
agilent_108778;agilent_36490
agilent_112266;agilent_36490
agilent_115144;agilent_36490
agilent_127528;agilent_36490
agilent_36492;agilent_36492
agilent_53837;agilent_36492
agilent_69420;agilent_36492
agilent_104423;agilent_36492
agilent_105146;agilent_36492
agilent_124877;agilent_36492
agilent_154398;agilent_36492
agilent_166666;agilent_36492
agilent_217198;agilent_36492
agilent_66472;agilent_36495
agilent_76412;agilent_36495
agilent_78806;agilent_36495
agilent_127163;agilent_36497
agilent_139585;agilent_36497
agilent_36500;agilent_36500
agilent_67853;agilent_36500
agilent_91188;agilent_36500
agilent_139198;agilent_36500
agilent_175136;agilent_36500
agilent_178702;agilent_36500
agilent_211342;agilent_36500
agilent_36502;agilent_36502
agilent_126513;agilent_36502
agilent_36505;agilent_36505
agilent_38371;agilent_36505
agilent_51417;agilent_36505
agilent_58178;agilent_36505
agilent_64778;agilent_36505
agilent_73277;agilent_36505
agilent_152290;agilent_36505
agilent_155458;agilent_36505
agilent_188137;agilent_36505
agilent_197902;agilent_36505
agilent_199099;agilent_36505
agilent_205088;agilent_36505
agilent_36507;agilent_36507
agilent_58281;agilent_36507
agilent_59716;agilent_36507
agilent_108293;agilent_36507
agilent_116554;agilent_36507
agilent_119808;agilent_36507
agilent_186358;agilent_36507
agilent_191771;agilent_36507
agilent_164806;agilent_36508
agilent_192721;agilent_36508
agilent_57513;agilent_36510
agilent_68600;agilent_36510
agilent_132515;agilent_36510
agilent_151380;agilent_36510
agilent_162723;agilent_36510
agilent_173779;agilent_36510
agilent_193751;agilent_36510
agilent_201364;agilent_36510
agilent_36513;agilent_36513
agilent_36807;agilent_36513
agilent_47861;agilent_36513
agilent_55190;agilent_36513
agilent_64653;agilent_36513
agilent_96699;agilent_36513
agilent_123255;agilent_36513
agilent_154061;agilent_36513
agilent_167953;agilent_36513
agilent_186590;agilent_36513
agilent_203238;agilent_36513
agilent_36514;agilent_36514
agilent_88854;agilent_36514
agilent_90349;agilent_36514
agilent_100018;agilent_36514
agilent_137224;agilent_36514
agilent_212386;agilent_36514
agilent_36518;agilent_36518
agilent_51940;agilent_36518
agilent_64478;agilent_36518
agilent_178210;agilent_36518
agilent_178325;agilent_36518
agilent_36521;agilent_36521
agilent_36527;agilent_36527
agilent_51615;agilent_36527
agilent_112109;agilent_36527
agilent_124956;agilent_36527
agilent_148525;agilent_36527
agilent_36530;agilent_36530
agilent_63978;agilent_36530
agilent_66408;agilent_36530
agilent_77428;agilent_36530
agilent_115909;agilent_36530
agilent_135697;agilent_36530
agilent_177307;agilent_36530
agilent_179980;agilent_36530
agilent_180136;agilent_36530
agilent_181360;agilent_36530
agilent_211657;agilent_36530
agilent_36532;agilent_36532
agilent_128730;agilent_36532
agilent_36538;agilent_36538
agilent_79848;agilent_36538
agilent_124154;agilent_36538
agilent_197600;agilent_36538
agilent_209166;agilent_36538
agilent_43472;agilent_36541
agilent_62009;agilent_36541
agilent_91598;agilent_36541
agilent_94734;agilent_36541
agilent_111892;agilent_36541
agilent_117236;agilent_36541
agilent_189835;agilent_36541
agilent_201700;agilent_36541
agilent_214858;agilent_36541
agilent_36543;agilent_36543
agilent_130599;agilent_36543
agilent_36544;agilent_36544
agilent_82391;agilent_36544
agilent_111355;agilent_36544
agilent_36545;agilent_36545
agilent_143918;agilent_36545
agilent_150860;agilent_36545
agilent_199096;agilent_36545
agilent_36547;agilent_36547
agilent_37539;agilent_36547
agilent_39009;agilent_36547
agilent_97868;agilent_36547
agilent_136331;agilent_36547
agilent_181886;agilent_36547
agilent_184945;agilent_36547
agilent_217358;agilent_36547
agilent_36549;agilent_36549
agilent_46601;agilent_36549
agilent_46702;agilent_36549
agilent_59305;agilent_36549
agilent_104321;agilent_36549
agilent_140986;agilent_36549
agilent_152686;agilent_36549
agilent_159870;agilent_36549
agilent_176623;agilent_36549
agilent_189707;agilent_36549
agilent_200905;agilent_36549
agilent_36551;agilent_36551
agilent_59254;agilent_36551
agilent_65552;agilent_36551
agilent_95626;agilent_36551
agilent_111165;agilent_36551
agilent_113606;agilent_36551
agilent_150875;agilent_36551
agilent_41111;agilent_36552
agilent_122534;agilent_36552
agilent_126857;agilent_36552
agilent_218971;agilent_36552
agilent_36555;agilent_36555
agilent_48924;agilent_36555
agilent_135142;agilent_36555
agilent_36556;agilent_36556
agilent_48982;agilent_36556
agilent_58894;agilent_36556
agilent_83107;agilent_36557
agilent_89435;agilent_36557
agilent_36558;agilent_36558
agilent_110677;agilent_36558
agilent_119817;agilent_36558
agilent_123837;agilent_36558
agilent_127150;agilent_36558
agilent_36564;agilent_36564
agilent_46025;agilent_36564
agilent_96246;agilent_36564
agilent_36568;agilent_36568
agilent_47689;agilent_36568
agilent_62744;agilent_36568
agilent_36575;agilent_36575
agilent_44635;agilent_36575
agilent_116100;agilent_36575
agilent_181916;agilent_36575
agilent_36576;agilent_36576
agilent_39041;agilent_36576
agilent_47883;agilent_36576
agilent_58275;agilent_36576
agilent_75970;agilent_36576
agilent_129087;agilent_36576
agilent_153434;agilent_36576
agilent_158125;agilent_36576
agilent_195062;agilent_36576
agilent_211583;agilent_36576
agilent_36578;agilent_36578
agilent_53395;agilent_36578
agilent_71690;agilent_36578
agilent_36585;agilent_36585
agilent_171913;agilent_36585
agilent_185904;agilent_36585
agilent_36586;agilent_36586
agilent_41150;agilent_36586
agilent_48611;agilent_36586
agilent_60456;agilent_36586
agilent_102538;agilent_36586
agilent_145394;agilent_36586
agilent_162124;agilent_36586
agilent_170577;agilent_36586
agilent_202648;agilent_36586
agilent_203948;agilent_36586
agilent_36587;agilent_36587
agilent_63641;agilent_36587
agilent_109318;agilent_36587
agilent_131032;agilent_36587
agilent_132988;agilent_36587
agilent_211936;agilent_36587
agilent_217763;agilent_36587
agilent_218698;agilent_36587
agilent_36590;agilent_36590
agilent_102948;agilent_36590
agilent_108818;agilent_36590
agilent_111714;agilent_36590
agilent_112722;agilent_36590
agilent_169864;agilent_36590
agilent_170401;agilent_36590
agilent_183579;agilent_36590
agilent_190728;agilent_36590
agilent_86307;agilent_36597
agilent_187743;agilent_36597
agilent_36600;agilent_36600
agilent_43099;agilent_36600
agilent_80891;agilent_36600
agilent_93236;agilent_36600
agilent_36601;agilent_36601
agilent_48230;agilent_36601
agilent_61934;agilent_36601
agilent_146211;agilent_36601
agilent_50295;agilent_36603
agilent_83836;agilent_36603
agilent_136631;agilent_36603
agilent_189760;agilent_36603
agilent_203472;agilent_36603
agilent_212922;agilent_36603
agilent_36604;agilent_36604
agilent_59684;agilent_36604
agilent_89055;agilent_36604
agilent_94472;agilent_36604
agilent_136834;agilent_36604
agilent_207290;agilent_36604
agilent_36605;agilent_36605
agilent_54811;agilent_36605
agilent_56794;agilent_36605
agilent_94376;agilent_36605
agilent_135267;agilent_36605
agilent_38167;agilent_36607
agilent_90799;agilent_36607
agilent_96873;agilent_36607
agilent_97604;agilent_36607
agilent_111956;agilent_36607
agilent_128906;agilent_36607
agilent_162399;agilent_36607
agilent_167438;agilent_36607
agilent_185550;agilent_36607
agilent_36613;agilent_36613
agilent_38196;agilent_36613
agilent_64431;agilent_36613
agilent_163610;agilent_36613
agilent_36614;agilent_36614
agilent_173957;agilent_36614
agilent_183042;agilent_36614
agilent_36618;agilent_36618
agilent_114367;agilent_36618
agilent_126705;agilent_36618
agilent_138106;agilent_36618
agilent_146292;agilent_36618
agilent_148045;agilent_36618
agilent_196431;agilent_36618
agilent_36619;agilent_36619
agilent_55539;agilent_36619
agilent_138170;agilent_36619
agilent_140750;agilent_36619
agilent_141554;agilent_36619
agilent_184042;agilent_36619
agilent_39714;agilent_36620
agilent_60005;agilent_36620
agilent_63060;agilent_36620
agilent_84553;agilent_36620
agilent_86879;agilent_36620
agilent_116424;agilent_36620
agilent_170117;agilent_36620
agilent_36623;agilent_36623
agilent_94554;agilent_36623
agilent_131391;agilent_36623
agilent_135382;agilent_36623
agilent_197295;agilent_36623
agilent_36627;agilent_36627
agilent_61229;agilent_36627
agilent_102872;agilent_36627
agilent_119122;agilent_36627
agilent_122600;agilent_36627
agilent_136840;agilent_36627
agilent_145669;agilent_36627
agilent_155377;agilent_36627
agilent_201388;agilent_36627
agilent_216475;agilent_36627
agilent_61527;agilent_36630
agilent_75928;agilent_36630
agilent_107901;agilent_36630
agilent_141185;agilent_36630
agilent_165487;agilent_36630
agilent_196333;agilent_36630
agilent_203410;agilent_36630
agilent_210223;agilent_36630
agilent_36631;agilent_36631
agilent_58666;agilent_36631
agilent_159828;agilent_36631
agilent_61246;agilent_36636
agilent_88573;agilent_36636
agilent_102713;agilent_36636
agilent_111203;agilent_36636
agilent_114343;agilent_36636
agilent_121120;agilent_36636
agilent_161737;agilent_36636
agilent_167563;agilent_36636
agilent_176670;agilent_36636
agilent_185186;agilent_36636
agilent_198502;agilent_36636
agilent_36640;agilent_36640
agilent_36647;agilent_36647
agilent_43702;agilent_36647
agilent_64319;agilent_36647
agilent_72368;agilent_36647
agilent_76550;agilent_36647
agilent_85278;agilent_36647
agilent_109262;agilent_36647
agilent_112793;agilent_36647
agilent_202970;agilent_36647
agilent_45079;agilent_36650
agilent_92918;agilent_36650
agilent_95403;agilent_36650
agilent_97842;agilent_36650
agilent_183454;agilent_36650
agilent_185893;agilent_36650
agilent_189229;agilent_36650
agilent_213632;agilent_36650
agilent_36651;agilent_36651
agilent_57447;agilent_36651
agilent_116167;agilent_36651
agilent_181795;agilent_36651
agilent_186521;agilent_36651
agilent_200764;agilent_36651
agilent_211412;agilent_36651
agilent_215535;agilent_36651
agilent_218392;agilent_36651
agilent_36656;agilent_36656
agilent_90775;agilent_36656
agilent_106012;agilent_36656
agilent_116046;agilent_36656
agilent_36659;agilent_36659
agilent_53128;agilent_36659
